descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Marcador permanente .",1298120,66,150,ATIVO,UNIDADE,172.5,1.15
"Tesoura Doméstica",1298122,96,253,ATIVO,UNIDADE,796.95,3.15
"Cola Branca não toxica",1298126,32,173,ATIVO,UNIDADE,200.68,1.16
"Borracha de vinil para grafite",1300189,9,295,ATIVO,UNIDADE,94.4,0.32
"Corretivo líquido .",1300193,35,103,ATIVO,CAIXA,988.8,9.6
"Grampo trilho encadernador .",1302234,55,195,ATIVO,CAIXA,1076.4,5.52
"Perfurador 2 furos para ate 20 folhas de papel",1302238,78,86,ATIVO,UNIDADE,774,9
"Marcador para quadro branco.",1312379,65,565,ATIVO,UNIDADE,655.4,1.16
"Lápis preto grafite para desenho número 4B.",1312381,58,149,ATIVO,UNIDADE,65.56,0.44
"Perfurador 2 furos para ate 12 folhas de papel .",1312383,77,98,ATIVO,UNIDADE,460.6,4.7
"Fita adesiva branca .",1312384,43,113,ATIVO,UNIDADE,237.3,2.1
"Lápis preto de grafite nº 2 .",1314528,57,91,ATIVO,CAIXA,1820,20
"Grampeador para papeis,  tamanho médio",1314529,52,250,ATIVO,UNIDADE,1300,5.2
"Pincel atomico com pontas facetadas.",1314531,84,825,ATIVO,UNIDADE,742.5,0.9
"Caderno espiral (pequeno) 1/4 capa dura 96 folhas",1314533,11,523,ATIVO,UNIDADE,936.17,1.79
"Portas canetas",1318627,87,83,ATIVO,UNIDADE,415,5
"Cola Bastão 40 gr.",1318630,30,334,ATIVO,UNIDADE,367.4,1.1
