descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Spray congelante -50º para teste de vitalidade pulpar",1262782,297,50,ATIVO,FRASCO,1365,27.3
"Lima Flex-file nº 15 de 21 mm",1262783,229,30,ATIVO,CAIXA,600,20
"Lima Flex-file nº 15 de 25 mm",1262784,230,40,ATIVO,CAIXA,816,20.4
"Otosporin - suspensão - frasco 10ml",1262785,262,120,ATIVO,FRASCO,1344,11.2
"LENÇOL DE BORRACHA PURO LÁTEX",1262786,225,280,ATIVO,UNIDADE,4368,15.6
"Oxido de zinco-eugenol, de presa rápida tipo IRM- KIT",1262787,263,110,ATIVO,kit,5995,54.5
"Revelador para RX .",1262788,291,100,ATIVO,FRASCO,1090,10.9
"Tira de lixa de aço",1262789,304,420,ATIVO,PACOTE,2931.6,6.98
"Escova de Polimento MSHS78Y.",1262791,318,25,ATIVO,UNIDADE,131.25,5.25
"Escova de Polimento MSHS10G",1262792,320,25,ATIVO,UNIDADE,131.25,5.25
"Escova de Polimento MSH78WH-PR",1262793,322,25,ATIVO,UNIDADE,260,10.4
"Ionômero de vidro R fotopolimerizavel",1262796,217,500,ATIVO,kit,38150,76.3
"Lima tipo K nº 10 de 31 mm",1262799,311,50,ATIVO,CAIXA,704,14.08
"Hipoclorito de sódio a 2,5% - soda clorada. Litro",1262800,215,100,ATIVO,LITRO,609,6.09
"Escova de Polimento MSHS78Ly - 2",1262801,179,25,ATIVO,UNIDADE,470,18.8
"Fita matriz poliéster transparente 10 X 120 X 0,05 mm. Embal",1262802,199,160,ATIVO,CAIXA,451.2,2.82
"Fita matriz metalica de 7mm. Rolo 5 metros",1262803,198,80,ATIVO,ROLO,1768,22.1
"Fita matriz metálica de 5mm. Rolo 5 metros",1262804,197,150,ATIVO,ROLO,2790,18.6
"Evidenciador de placa  solucão",1262805,189,100,ATIVO,FRASCO,580,5.8
"Escova de Polimento MSHS78G -1",1262806,180,25,ATIVO,UNIDADE,132.75,5.31
"Cone de guta percha, principal 30. Caixas com 120 cones",1262807,156,40,ATIVO,CAIXA,884,22.1
"Cone de guta percha MICROTIPPED tamanho FM, Extra longo, 34m",1262808,153,40,ATIVO,CAIXA,973.6,24.34
"Condensador de Gutapercha MacSpadden 25mm - Calibre 40 -Blis",1262809,150,15,ATIVO,CAIXA,465,31
"Condensador de Gutapercha MacSpadden 21mm - Calibre 40 -Blis",1262810,149,15,ATIVO,CAIXA,465,31
"Cimento de hidróxido de cálcio - kit contendo: 01 tubo de pa",1262811,143,140,ATIVO,kit,3130.4,22.36
"Cartela para rx odontológico",1262812,140,20,ATIVO,PACOTE,156.2,7.81
"Broca em carboneto de tungstênio para peça de mão - nº703.",1262813,134,20,ATIVO,UNIDADE,239.8,11.99
"Broca em carboneto de tungstênio para peça de mão - nº702.",1262814,133,20,ATIVO,UNIDADE,239.8,11.99
"Broca em carboneto de tungstênio para peça de mão - nº701",1262815,132,20,ATIVO,UNIDADE,239.8,11.99
"Broca haste longa carbide nº 702",1262816,122,35,ATIVO,UNIDADE,250.6,7.16
"Broca haste longa carbide nº 701.",1262817,121,30,ATIVO,UNIDADE,214.8,7.16
"BROCA HASTE LONGA LL CARBIDE - Nº6",1262818,120,5,ATIVO,UNIDADE,35.8,7.16
"Hipoclorito de sódio a 1% - Solução de Milton. Litro",1262820,214,150,ATIVO,LITRO,742.5,4.95
"BROCA HASTE LONGA LL CARBIDE - Nº4",1262824,119,5,ATIVO,UNIDADE,35.8,7.16
"Broca haste longa  LL carbide - nº2.",1262864,118,5,ATIVO,UNIDADE,35.8,7.16
"Broca de baixa rotação haste longa n° 6.",1262866,111,30,ATIVO,UNIDADE,117.9,3.93
"Broca de baixa rotação haste longa n° 8.",1262953,112,30,ATIVO,UNIDADE,117.9,3.93
"Broca de baixa rotação haste longa n° 4.",1262983,110,30,ATIVO,UNIDADE,117.9,3.93
"Broca de baixa rotação haste longa n° 2.",1262984,109,10,ATIVO,UNIDADE,39.3,3.93
"Broca de alta rotação carbide esférica n° 8",1262985,96,120,ATIVO,UNIDADE,628.8,5.24
"Broca de alta rotação carbide esférica n° 6",1262986,95,120,ATIVO,UNIDADE,628.8,5.24
"Broca de alta rotação carbide esférica n° 4",1262987,94,120,ATIVO,UNIDADE,628.8,5.24
"Broca de alta rotação carbide esférica n° ½",1262988,93,30,ATIVO,UNIDADE,157.2,5.24
"Broca de alta rotação carbide esférica n° ¼.",1262989,92,30,ATIVO,UNIDADE,157.2,5.24
"Anestésico tópico gel. Pote 12 gramas",1262990,88,400,ATIVO,POTE,3256,8.14
"Anestésico mepivacaína a 3% sem vasoconstritor Caixa com 50",1262991,87,80,ATIVO,CAIXA,11544.8,144.31
"Anestésico Lidocaína 2% com epinefrina 1:100.000. Caixa com",1262993,85,600,ATIVO,CAIXA,58500,97.5
"Adesivo dental fotopolimerizável do tipo II",1262994,74,200,ATIVO,FRASCO,5100,25.5
"Pote dappen de vidro",1262995,59,80,ATIVO,UNIDADE,209.6,2.62
"MOCHO ODONTOLÓGICO",1262996,43,10,ATIVO,UNIDADE,5420,542
"Contra ângulo odontológico para peça de mão",1262997,14,7,ATIVO,UNIDADE,3430,490
"Cinzel micro Ochsenbein nº 1",1262998,11,4,ATIVO,UNIDADE,234,58.5
"Água oxigenada a 10% - Frasco 100ml.",1263003,77,200,ATIVO,FRASCO,698,3.49
