descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"CABO FLEX 750V-   6,00MM-AZUL",1297735,18,6000,ATIVO,METRO,12120,2.02
"CAIXA BOX  240 X 190 X  90",1297736,26,30,ATIVO,PEÇA,941.4,31.38
"CABO SINT. 1KV 10,0MM-AZUL",1297737,21,5000,ATIVO,METRO,19450,3.89
"CABO FLEX 750V-   4,00MM-PRETO",1297738,15,6000,ATIVO,METRO,8160,1.36
"TOMADA ARTIS BCA 2P+T",1297739,80,250,ATIVO,PEÇA,882.5,3.53
"TRANSFORMADOR TRIFASICO 75KVA",1297740,82,5,ATIVO,PEÇA,29170.85,5834.17
"MINI DISJUNTOR 1P  16A",1297741,61,200,ATIVO,PEÇA,1180,5.9
"MINI DISJUNTOR 1P  40A",1297742,64,150,ATIVO,PEÇA,1171.5,7.81
"CABO FLEX 750V-   2,50MM-AZUL.",1299761,10,7000,ATIVO,METRO,5740,0.82
"CANALETA BRANCA  50X20X2,00",1299762,35,400,ATIVO,BARRA,6132,15.33
"PARAFUSO  AA  3,9 X 32  CAB.PANELA.",1299763,69,1500,ATIVO,PEÇA,300,0.2
"REATOR V.SOD 250W AF EXT.PINT.",1299764,76,34,ATIVO,PEÇA,2618.68,77.02
"CHAVE VELOCIDADE OSCILANTE EXT.",1299765,37,50,ATIVO,PEÇA,876,17.52
"FITA ISOLANTE 20MTS AMARELO",1299766,42,30,ATIVO,ROLO,106.2,3.54
"CAIXA INSPECAO PVC 32 X 40 GRANDE.",1301838,27,150,ATIVO,PEÇA,1479,9.86
"CABO SINT. 1KV 16,0MM-PRETO",1301839,24,4000,ATIVO,METRO,23800,5.95
"CABO FLEX 750V-   6,00MM-VERDE",1301840,20,6000,ATIVO,METRO,12120,2.02
"CABO FLEX 750V-   6,00MM-PRETO",1301841,19,6000,ATIVO,METRO,12120,2.02
"CABO FLEX 750V-   2,50MM-VERMELHO.",1301842,13,7000,ATIVO,METRO,5740,0.82
"BUCHA DE PVC N. 06.",1301843,4,10000,ATIVO,PEÇA,700,0.07
"REATOR ELETRONICO 2X20W AF",1301844,74,200,ATIVO,PEÇA,4960,24.8
"PADRAO DE ENTRADA COMPLETO TRIFÁSICO",1301845,68,20,ATIVO,PEÇA,32548,1627.4
