descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Livro Ata pautado com 100 folhas .",1298121,61,713,ATIVO,UNIDADE,4983.87,6.99
"Caixa em papelão para arquivo morto;",1298123,14,3475,ATIVO,UNIDADE,3961.5,1.14
"Envelope papel pardo tamanho 34 x 24 cm.",1298125,38,7550,ATIVO,UNIDADE,981.5,0.13
"Papel pardo kraft 40 mt .",1300184,67,242,ATIVO,ROLO,2371.6,9.8
"LAPISEIRA 0,5MM",1300186,59,91,ATIVO,UNIDADE,209.3,2.3
"Caderno brochura (pequeno) 1/4 capa dura, 48 folhas",1300190,10,633,ATIVO,UNIDADE,1126.74,1.78
"Papel térmico para fax 30 mts x 21 cm",1302233,68,18,ATIVO,UNIDADE,122.4,6.8
"Plástico autoadesivo de fácil aplicação transparente",1302237,86,5,ATIVO,UNIDADE,175,35
"Caixa para correspondencia em polietielino",1302240,15,41,ATIVO,UNIDADE,1141.85,27.85
"Corretivo em fita de 5mm x 5.5 mts .",1302241,34,348,ATIVO,UNIDADE,678.6,1.95
"Régua escritório.",1304349,92,244,ATIVO,UNIDADE,114.68,0.47
"Pilha grande .",1304351,79,2032,ATIVO,CARTELA,9855.2,4.85
"Clips tamanho 8/0 .",1304354,29,228,ATIVO,CAIXA,305.52,1.34
"Grampo trilho plastico (macho/Femea)  .",1306342,56,192,ATIVO,PACOTE,633.6,3.3
"Grampo para grampeador galvanizado 26/6",1306343,54,1043,ATIVO,CAIXA,2461.48,2.36
"Grampo para grampeador galvanizado 23/13",1306344,53,148,ATIVO,CAIXA,399.6,2.7
"Pilhas de Mercúrio, CR 2032, 3V",1306347,83,228,ATIVO,UNIDADE,193.8,0.85
"Bateria Recarregável 3,5 V Modelo 72300",1306348,5,15,ATIVO,UNIDADE,3750,250
"Caneta esferografica verde.",1306350,20,24,ATIVO,CAIXA,504,21
"Calculadora de mesa 12 digitos.",1306352,16,207,ATIVO,UNIDADE,1738.8,8.4
"Extrator de grampo de metal.",1306353,42,53,ATIVO,CAIXA,503.5,9.5
"Clips tamanho 3/0.",1306354,27,409,ATIVO,CAIXA,396.73,0.97
"Aparelho telefônico com fio.",1308364,2,121,ATIVO,UNIDADE,3805.45,31.45
"Borracha apagadora escritas branca escolar",1308368,8,67,ATIVO,CAIXA,334.33,4.99
"Fita dupla face emborrachada 19x30",1310357,47,150,ATIVO,UNIDADE,450,3
"Apontador sem depósito;",1310359,3,646,ATIVO,UNIDADE,109.82,0.17
"Pen drive de 4GB, USB 2.0",1310360,75,44,ATIVO,UNIDADE,946,21.5
"Cartolina tamanho ofício .",1310362,22,615,ATIVO,UNIDADE,73.8,0.12
"Estilete recarregável.",1310364,39,31,ATIVO,UNIDADE,34.1,1.1
"Envelope papel pardo tamanho 29 x 20 cm.",1310365,37,7980,ATIVO,UNIDADE,798,0.1
"Papel Off-set, alcalino, formato A",1312377,99,242,ATIVO,CAIXA,33853.38,139.89
"Pasta arquivo de A-Z  tamanho oficio",1312378,69,200,ATIVO,UNIDADE,1200,6
"Cola Bastão 8gr.",1312386,31,334,ATIVO,UNIDADE,167,0.5
"Clips tamanho 6/0 .",1312387,28,86,ATIVO,CAIXA,108.36,1.26
"Clips tamanho 2/0 .",1312388,26,1765,ATIVO,CAIXA,1941.5,1.1
"Papel Off-set, alcalino, formato A",1314527,100,728,ATIVO,CAIXA,101839.92,139.89
"Caderno Universitario capa dura 96 folhas",1314534,12,935,ATIVO,UNIDADE,3917.65,4.19
"LAPISEIRA 0,7MM",1316591,60,94,ATIVO,UNIDADE,211.5,2.25
"Folhas de papel carbono para maquina em caixa com 100 unidad",1316592,48,16,ATIVO,CAIXA,256,16
"Borracha (amarradilha) para dinheiro nº 18",1316596,7,1465,ATIVO,PACOTE,1977.75,1.35
"Apagador para Quadro Branco.",1318625,1,93,ATIVO,UNIDADE,227.85,2.45
"Etiqueta carta para impressoras disk Jet e Laser ref 3180",1318629,40,46,ATIVO,CAIXA,993.6,21.6
