descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Caminhão leve novo, tipo cabine + chassi, conforme especific",4374505,1,NAO_COTOU,UND,0,0
"Cesto aéreo novo simples (não isolado), equipado com braço,",4374506,1,VENCEU,UND,58000,58000
