descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Clips tamanho 8/0.",1299760,14,350,ATIVO,CAIXA,357,1.02
"PAPEL CERA",1301834,32,500,ATIVO,UNIDADE,160,0.32
"Clips tamanho 2/0.",1307973,13,1200,ATIVO,CAIXA,1224,1.02
"PAPEL DUPLEX",1309967,33,25000,ATIVO,UNIDADE,13250,0.53
"Pasta Polionda Média",1309970,37,300,ATIVO,UNIDADE,405,1.35
"Caderno universitário capa dura 10 matérias",1311987,7,150,ATIVO,UNIDADE,1072.5,7.15
"Cartolina tamanho ofício.",1316209,12,17000,ATIVO,PACOTE,1530,0.09
"Folha em EVA",1316212,19,7000,ATIVO,UNIDADE,5880,0.84
"Lápis preto de grafite nº 2.",1318207,27,400,ATIVO,CAIXA,11312,28.28
