descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"AAS - ACIDO ACETILSALICILICO TAMPONADO 81MG",1261467,9,3200,ATIVO,COMPRIMIDO,928,0.29
"BETAMETASONA (DIPROPIANATO 5 MG + FOSFATO DISSÓDICO 2 MG) 1M",1261469,81,400,ATIVO,AMP,984,2.46
"BISOPROLOL + HCT 5MG/12,50MG CPR",1261470,88,500,ATIVO,COMPRIMIDO,975,1.95
"VALSARTANA 80MG CPR",1261471,521,900,ATIVO,COMPRIMIDO,279,0.31
"VALSARTANA + HCT + ANLODIPINO 160MG+12,5MG+5MG  CPR",1261472,517,300,ATIVO,COMPRIMIDO,1038,3.46
"TIORIDAZINA 100MG",1261473,504,3500,ATIVO,COMPRIMIDO,2380,0.68
"Tiocolchicosideo (Contrax) 4mg/ml, ampola 2ml",1261474,503,1000,ATIVO,AMP,2540,2.54
"RAMIPRIL 5MG",1261475,459,150,ATIVO,COMPRIMIDO,210,1.4
"PIRIDOXINA 40MG",1261476,442,2000,ATIVO,COMPRIMIDO,1420,0.71
"PERICIAZINA 40MG/ML 20ML",1261477,435,402,ATIVO,FRASCO,6375.72,15.86
"OMEGA 3 CAPS (1000mg COM no mínimo 180mg de EPA e 120mg e DH",1261478,419,150000,ATIVO,CAPSULAS,27000,0.18
"OLMESARTANA MEDOXOMILA + HCT 20MG+12,5MG CPR",1261479,415,150,ATIVO,COMPRIMIDO,112.5,0.75
"NIFEDIPINA 10 MG",1261480,393,60000,ATIVO,COMPRIMIDO,1734,0.0289
"Meloxicam 15mg",1261481,360,420,ATIVO,COMPRIMIDO,39.9,0.095
"MEDROXIPROGESTERONA 10MG CPR",1261482,359,2000,ATIVO,COMPRIMIDO,1780,0.89
"LOSARTANA 100MG CPR",1261483,354,300,ATIVO,COMPRIMIDO,56.1,0.187
"LEVOCETIRIZINA 5MG CPR",1261484,326,200,ATIVO,COMPRIMIDO,352,1.76
"ISOSSORBIDA, MONONITRATO 50MG RET CPR",1261485,321,300,ATIVO,COMPRIMIDO,504,1.68
"HIPROMELOSE 0,5% COL 10ML",1261486,307,50,ATIVO,FRASCO,473.5,9.47
"FLURAZEPAM 30MG",1261487,268,270,ATIVO,COMPRIMIDO,167.4,0.62
"DIMENIDRATO + VIT B6 + GLICOSE + D-FRUTOSE AMP 10 ML",1261488,220,6000,ATIVO,AMP,27900,4.65
"CLORPROPAMIDA 250MG",1261489,187,13000,ATIVO,COMPRIMIDO,5980,0.46
"CLORIDRATO DE PETIDINA 50MG/ML 2ML",1261490,177,500,ATIVO,AMP,865,1.73
"CLARITROMICINA 500MG",1261491,149,500,ATIVO,COMPRIMIDO,1500,3
"CIANOCOBALAMINA 1000MCG/ML AMP. 2ML",1261492,138,300,ATIVO,AMPOLA,717,2.39
"Candesartana Cilexetil+Hidroclorotiazida 16/12,5mg",1261493,110,1000,ATIVO,COMPRIMIDO,545,0.545
"BISOPROLOL 5MG",1261494,90,20000,ATIVO,COMPRIMIDO,4900,0.245
"BISOPROLOL 10MG CPR",1261495,89,500,ATIVO,COMPRIMIDO,150,0.3
"BIPERIDENO 4MG CPR LIB PROLONGADA",1261496,86,1000,ATIVO,COMPRIMIDO,630,0.63
"Tioridazina 25mg",1328313,505,1600,ATIVO,COMPRIMIDO,374.4,0.234
