descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"AGUA DESTILADA 10ML",1263407,37,22000,ATIVO,AMPOLA,2728,0.124
"AMOXICILINA 500 MG ACONDICIONADO DE FORMA UNITARIZADA",1263408,59,599000,ATIVO,CAPSULAS,173710,0.29
"AZITROMICINA 500MG CPR ACONDICIONADO DE FORMA UNITARIZADA",1263409,73,183200,ATIVO,COMPRIMIDO,126408,0.69
"CIPROFLOXACINO 500MG CPR CPR ACONDICIONADO DE FORMA UNITARIZ",1263410,155,310000,ATIVO,COMPRIMIDO,114700,0.37
"DIPIRONA SÓDICA 500MG/ML SOL INJ. 2ML",1263411,234,20800,ATIVO,AMPOLA,9152,0.44
"FUROSEMIDA 40 MG",1263412,291,857500,ATIVO,COMPRIMIDO,25553.5,0.0298
"IBUPROFENO 600 MG",1263413,333,1489200,ATIVO,CPR,476544,0.32
"LOSARTANA 50MG",1263414,391,1913000,ATIVO,CPR,151127,0.079
"METOPROLOL, SUCCINATO 100MG",1263416,418,50090,ATIVO,COMPRIMIDO,42075.6,0.84
"SULFATO DE MORFINA 10 MG SOL INJ. 1 ML",1263430,552,3400,ATIVO,AMPOLA,6698,1.97
"SULFAMETOXAZOL 400MG + TRIMETROPINA 80MG ACONDICIONADO",1263431,548,157300,ATIVO,COMPRIMIDO,37752,0.24
"METOPROLOL, SUCCINATO 50MG",1263432,420,355800,ATIVO,COMPRIMIDO,183237,0.515
"METOPROLOL, SUCCINATO 25MG",1263433,419,64050,ATIVO,COMPRIMIDO,16396.8,0.256
"METFORMINA 750MG CPR",1263435,407,100500,ATIVO,COMPRIMIDO,37185,0.37
