acao,ano,descricaoElemento,fonteRecurso,funcao,id,numeroElemento,orgao,portaria,programa,subfuncao,unidade
1078,2018,"Aplicacoes Diretas","Recursos Ordinários",26,1004890,4697776,"SEC. M. DE INFRAEST., PLANEJ. E MOBILIDADE URBANA"," ",1017,451,
