descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Luva Nitrílica azul não estéril p/ Procedimento Tamanho PP",1297974,14,30,ATIVO,CAIXA,449.4,14.98
"Luvas de procedimento tamanho PP",1297975,10,30,ATIVO,CAIXA,398.7,13.29
"Soro Fisiológico 250ml.",1297976,6,200,ATIVO,MILILITRO,450,2.25
"Esfigmomanômetro Infantil",1300010,48,6,ATIVO,UNIDADE,300,50
"Luva Nitrílica azul não estéril p/ Procedimento Tamanho G",1302069,17,300,ATIVO,CAIXA,4191,13.97
"Estetoscópio duplo Adulto",1302075,50,6,ATIVO,UNIDADE,79.2,13.2
"Reanimador manual siliconado c/ reservatório",1304177,51,6,ATIVO,UNIDADE,822.6,137.1
"Compressa de gaze",1306170,8,100,ATIVO,PACOTE,1375,13.75
"Fita Hipoalérgica Microporosa",1308204,23,25,ATIVO,UNIDADE,47.5,1.9
"Esfigmomanômetro Adulto",1308206,49,6,ATIVO,UNIDADE,300,50
"Luva Nitrílica azul não estéril p/ Procedimento Tamanho P",1310205,15,70,ATIVO,CAIXA,1048.6,14.98
"Luvas de procedimento tamanho G",1310206,13,300,ATIVO,CAIXA,3987,13.29
"Luvas de procedimento tamanho P",1310207,11,70,ATIVO,CAIXA,930.3,13.29
"Saco de lixo polietileno cor branco leitoso 30 L",1310208,32,50,ATIVO,CAIXA,625,12.5
"Água Oxigenada 10 V",1310213,1,250,ATIVO,LITRO,937.5,3.75
"Atadura de crepom 20cm/1.8mt. 13Fios",1312218,26,1500,ATIVO,UNIDADE,1395,0.93
"Luvas de procedimento tamanho M",1314346,12,300,ATIVO,CAIXA,3987,13.29
"Esparadrapo impermeável 5cm x 4,5m",1318461,22,50,ATIVO,UNIDADE,120,2.4
"Luva Nitrílica azul não estéril p/ Procedimento Tamanho M",1318463,16,300,ATIVO,CAIXA,4494,14.98
