ano,data,dataVencimento,itens,numero,ocorrencias
2018,2018-02-13,2019-02-14,"itens_e3f1a6d4-56bd-4fa2-8f57-a8b7c5d426f5.csv",2," "
2018,2018-02-13,2019-02-14,"itens_b7f98eb2-5ed2-4df2-86ae-2d91101688b8.csv",29," "
2018,2018-02-13,2019-02-14,"itens_f7a0257c-c1a6-4f39-8a0b-33704ef28059.csv",38," "
2018,2018-02-13,2019-02-14,"itens_ab33a88d-6488-447e-889f-c25e8b19b610.csv",35," "
2018,2018-02-13,2019-02-14,"itens_75bc78ca-83e7-4116-b3ed-2954e0f6e067.csv",36," "
2018,2018-02-13,2019-02-14,"itens_57aa3a43-69e7-4be9-b9cc-7c9b74e34177.csv",30," "
2018,2018-02-13,2019-02-14,"itens_4a3760bb-c6c7-46eb-9788-f3fe6493bc84.csv",50," "
2018,2018-02-13,2019-02-14,"itens_a73221f6-cdc4-4c42-9237-78809e9fb576.csv",46," "
2018,2018-02-13,2019-02-14,"itens_af7947f8-43ac-4b07-89ed-5c0fb1adbfda.csv",47," "
2018,2018-02-13,2019-02-14,"itens_49dda7e6-9d35-4d99-ba13-a4783eb9edb7.csv",49," "
2018,2018-02-13,2019-02-14,"itens_4aa40591-3b32-4241-b881-0530625adc03.csv",25," "
2018,2018-02-13,2019-02-14,"itens_1b74b216-e407-4498-a25b-44bc613c761f.csv",27," "
2018,2018-02-13,2019-02-14,"itens_b3e5d359-2632-426c-b8c1-2934e409a31e.csv",48," "
2018,2018-02-13,2019-02-14,"itens_35ab822b-3ce7-4d95-a1af-1780fcd9b5c3.csv",44," "
2018,2018-02-13,2019-02-14,"itens_d88a9642-ba31-4d64-a4ee-6f15c03b0bdc.csv",26," "
2018,2018-02-13,2019-02-14,"itens_691666a1-6a70-447c-ae3c-8cf98e0a9708.csv",28," "
2018,2018-02-13,2019-02-14,"itens_66209731-5ea1-4dbd-ac5e-7e165e05c9fd.csv",34," "
2018,2018-02-13,2019-02-14,"itens_335e034a-932a-46b7-9ef7-a80b61d24ff0.csv",40," "
2018,2018-02-13,2019-02-14,"itens_d5c02ed4-dda2-4691-8dc8-0ff31ae57c14.csv",31," "
2018,2018-02-13,2019-02-14,"itens_441dcea3-6be3-4390-aaae-bef4760f1c36.csv",32," "
2018,2018-02-13,2019-02-14,"itens_8d2433d4-8ec7-47e7-a8e2-23403ffba216.csv",37," "
2018,2018-02-13,2019-02-14,"itens_15e51f28-ed75-412e-8a8a-305bc3be3c21.csv",39," "
2018,2018-02-13,2019-02-14,"itens_b0b6fed4-8fc6-4695-b532-7d2388202a9d.csv",42," "
2018,2018-02-13,2019-02-14,"itens_3e8e8b00-5524-4309-be89-236b5b5c04f9.csv",45," "
2018,2018-02-13,2019-02-14,"itens_fc97f153-b388-4800-8565-7882162f711b.csv",41," "
2018,2018-02-13,2019-02-14,"itens_d54ffc4e-6f4c-4f8a-88ad-11bdc348b725.csv",33," "
2018,2018-02-13,2019-02-14,"itens_288d07a2-071f-44fa-a701-f8ccdc2cad65.csv",43," "
