descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"TINTA PARA CARIMBO 42ml (CORES VARIADAS)",1298094,85,20,ATIVO,UNIDADE,174,8.7
"PASTA COM CANALETA A4 CRISTAL",1298097,65,50,ATIVO,UNIDADE,114,2.28
"ELÁSTICO PARA DINHEIRO EM LÁTEX, Nº 18",1298098,29,20,ATIVO,PACOTE,53,2.65
"CAIXA PARA ARQUIVO MORTO - 250X130X35",1298099,9,100,ATIVO,UNIDADE,605,6.05
"CLIPE TAMANHO 2/0",1298100,18,30,ATIVO,CAIXA,54,1.8
"livro ata 200 folhas",1300155,56,20,ATIVO,UNIDADE,598,29.9
"GRAMPOS 26/8 (CAIXA COM 5000 GRAMPOS).",1300156,51,100,ATIVO,CAIXA,1085,10.85
"GRAMPOS 23/13 caixa com 1000 grampos",1300157,49,15,ATIVO,CAIXA,138.75,9.25
"ETIQUETA AUTO COLANTE Nº 20",1300160,35,5,ATIVO,PACOTE,454.5,90.9
"Papel Especial A4 210mm X 297mm",1300161,60,60,ATIVO,CAIXA,1071,17.85
"SACO DAC-PLÁSTICO SEM FURO MÉDIO A4 (50 UN)",1300162,88,40,ATIVO,PACOTE,530,13.25
"caneta esferográfica na cor vermelha",1300165,13,5,ATIVO,CAIXA,319.5,63.9
"CANETA MARCA TEXTO , TIPO FLUORESCENTE",1300166,16,300,ATIVO,UNIDADE,960,3.2
"Cola de secagem rápida c/5gr (tipo superbonder)",1300167,21,40,ATIVO,UNIDADE,386,9.65
"AGENDA EM ESPIRAL DE MESA DIÁRIA  208 PAG",1300168,1,20,ATIVO,UNIDADE,930,46.5
"Colchete nº 09",1300169,23,50,ATIVO,CAIXA,395,7.9
"Colchete nº 10",1300170,24,50,ATIVO,CAIXA,395,7.9
"livro ata 100 folhas",1302212,55,20,ATIVO,UNIDADE,347,17.35
"GRAMPEADOR PARA 10/20 FOLHAS",1302213,46,20,ATIVO,UNIDADE,616,30.8
"Envelope saco tamanho grande A-6 31x41",1302214,32,300,ATIVO,UNIDADE,129,0.43
"RÉGUA COMUM 20cm",1302215,86,30,ATIVO,UNIDADE,38.4,1.28
"Colchete   nº  08",1304321,22,50,ATIVO,CAIXA,200,4
"Grampos trilho metálico 80mm entre centros c/50unid.",1304322,52,30,ATIVO,CAIXA,240,8
"ETIQUETA AUTO COLANTE Nº 14",1304323,34,5,ATIVO,PACOTE,454.5,90.9
"CAIXA PARA ARQUIVO MORTO - 344X125X237.",1304326,10,400,ATIVO,UNIDADE,900,2.25
"COLCHETE Nº 14",1304328,25,50,ATIVO,CAIXA,440,8.8
"Bandeja entrada/saída de documento (tripla-3 andares)",1306318,5,20,ATIVO,UNIDADE,1058,52.9
"COLA, ATÓXICA",1306319,20,40,ATIVO,PACOTE,158,3.95
"Grampo trilho plástico 80mm entre centros c/ 50 unid",1308339,48,30,ATIVO,CAIXA,231,7.7
"GRAMPEADOR PARA 90/100 FOLHAS",1308340,47,10,ATIVO,UNIDADE,670,67
"PASTA ARQUIVO.",1308342,63,20,ATIVO,UNIDADE,232,11.6
"CANETA MARCA TEXTO",1308345,14,80,ATIVO,UNIDADE,254.4,3.18
"Lamina de estilete largo Tubo c/10",1310336,53,3,ATIVO,UNIDADE,14.4,4.8
"EXTRATOR DE GRAMPO EM AÇO NIQUELADO, TIPO ESPÁTULA",1310337,36,30,ATIVO,UNIDADE,228,7.6
"Apontador de plastico para lapis",1310341,4,20,ATIVO,UNIDADE,47,2.35
"CLIPE TAMANHO 3/0",1310343,17,30,ATIVO,CAIXA,54,1.8
"CLIPE TAMANHO 8/0",1310344,19,30,ATIVO,CAIXA,52.5,1.75
"Corretivo em fita",1310345,27,30,ATIVO,UNIDADE,232.5,7.75
"Livro de Protocolo 100 Fls",1312353,57,20,ATIVO,UNIDADE,237,11.85
"Lapis preto caixa com 12 unidades",1312354,54,5,ATIVO,CAIXA,65,13
"Envelope ofício cor parda tam A-4 24x34",1312357,31,2000,ATIVO,UNIDADE,560,0.28
"APAGADOR  DE QUADRO  BRANCO",1312358,3,10,ATIVO,UNIDADE,135,13.5
"Grampos 26/6 caixa com 5000 grampos",1314504,50,100,ATIVO,CAIXA,465,4.65
MOLHA-DEDOS.,1314506,58,25,ATIVO,UNIDADE,67.5,2.7
"PORTA CANETA",1314507,81,20,ATIVO,UNIDADE,279,13.95
"Pasta sanfonada p/documentos A4 c/12 divisórias",1314509,66,40,ATIVO,UNIDADE,776,19.4
"PASTA BRASIL ELASTICA TRANSPARENTE",1314510,64,100,ATIVO,UNIDADE,238,2.38
"FITA ADESIVA PARDA 48mm X 50mt",1316574,38,50,ATIVO,ROLO,185,3.7
"Pasta arquivo capa dura envelopes plásticos inter. c/50 Plas",1316575,62,20,ATIVO,UNIDADE,660,33
"Tesoura grande 21cm",1316576,84,20,ATIVO,UNIDADE,473,23.65
"PRANCHETA PORTATIL",1316577,82,100,ATIVO,UNIDADE,1450,14.5
"Almofada de carimbo (nº2)",1316579,2,5,ATIVO,UNIDADE,110,22
"CANETA MARCADORA PARA USO EM CD OU DVD",1316581,15,20,ATIVO,UNIDADE,141,7.05
"Estilete lamina larga",1318606,33,30,ATIVO,UNIDADE,81,2.7
"Plastico Contact",1318608,80,5,ATIVO,ROLO,750,150
"PINCEL ATOMICO P/ QUADRO",1318609,79,50,ATIVO,UNIDADE,535,10.7
