descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
Vaselina.,1262570,236,30,ATIVO,LITRO,304.2,10.14
"Fita Cirúrgica Microporosa Hipoalergênica largura 5,0cm x 4,",1262571,116,9000,ATIVO,UNIDADE,19080,2.12
"Lâmina de Preventivo (Ponta Fosca).",1262582,133,300,ATIVO,CXA,930,3.1
"Agulhas hipodérmicas 13mmX4,5mm.",1262584,4,250,ATIVO,CAIXA,1400,5.6
"Agulhas hipodérmicas 25 X 7.",1262585,7,1000,ATIVO,CAIXA,5600,5.6
"Agulhas hipodérmicas 25 X 8.",1262586,8,500,ATIVO,CAIXA,2795,5.59
"Agulhas hipodérmicas 40 X 12.",1262587,10,1500,ATIVO,CAIXA,8685,5.79
"Ataduras de Crepom 08 cm",1262588,27,10000,ATIVO,UNIDADE,4300,0.43
"Ataduras de Crepom 20 cm",1262589,31,18000,ATIVO,UNIDADE,18540,1.03
"Dispositivo para infusão endovenosa, n°25",1262590,75,8000,ATIVO,UNIDADE,1352,0.169
"Esparadrapo Impermeável e Hipoalérgico, com capa 5cm x 4,5m",1262591,95,3000,ATIVO,UNIDADE,8610,2.87
"Filtro Solar, fator 30, frasco com 120mL ou 125mL.",1262592,103,1800,ATIVO,UNIDADE,12780,7.1
"Fita Cirúrgica Microporosa Hipoalergênica largura 2,5cm x 4,",1262593,115,6000,ATIVO,UNIDADE,7620,1.27
"Clorexidina alcoólica.",1262596,57,150,ATIVO,LITRO,1438.5,9.59
"Especulo vaginal, descartável, estéril, sem lubrificação M",1328317,96,5000,ATIVO,UNIDADE,3845,0.769
