descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Fita adesiva 48 mm x 50 m",1298093,37,50,ATIVO,ROLO,160,3.2
"Fita adesiva rolo grande 19 mm x 50 m 18x50mm",1300158,41,50,ATIVO,ROLO,104,2.08
"Fita adesiva Rolo grande 12 mm x 50 m",1300159,40,25,ATIVO,ROLO,29.5,1.18
"caneta esferográfica na cor azul",1300163,11,10,ATIVO,CAIXA,580,58
"caneta esferográfica na cor preta",1300164,12,10,ATIVO,CAIXA,570,57
"Envelope branco ofício 23cm X 11,5cm",1304325,30,300,ATIVO,UNIDADE,45,0.15
"FITA ZEBRADA PRETO E AMARELO P/ ISOLAMENTO 65mm X 160mt",1306316,45,50,ATIVO,ROLO,690,13.8
"FITA ADESIVA PEQUENA (CORES DIVERSAS)",1306317,39,50,ATIVO,ROLO,60,1.2
"Fita dupla face de silicone transparente 12mmX2mt",1308341,44,50,ATIVO,ROLO,865,17.3
"FITA DE PAPEL ADESIVA 32mm X 50mt",1314505,42,50,ATIVO,ROLO,866,17.32
"pasta suspensa marmorizada",1316578,67,20,ATIVO,CAIXA,2848,142.4
