descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Seringa descartável para insulina capacidade de 100 ui.",4436739,250000,DESCLASSIFICADO,UN,105000,0.42
"Seringa descartável para insulina capacidade de 50 ui.",4436740,600000,DESCLASSIFICADO,UN,252000,0.42
"TIRA REAGENTE para glicemia capilar.",4436741,1900000,PERDEU,UN,604200,0.318
