descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Leite Condensado sem lactose",1243416,30,50,ATIVO,UNIDADE,244,4.88
"POLVILHO AZEDO",1243417,55,150,ATIVO,kg,831,5.54
"MILHO PARA PIPOCA.",1243418,54,700,ATIVO,PACOTE,1960,2.8
VINAGRE;,1243419,53,700,ATIVO,UNIDADE,1120,1.6
"sal refinado iodado",1243420,46,550,ATIVO,kg,770,1.4
"PÊSSEGO EM CALDA.",1243421,43,100,ATIVO,LATA,800,8
"ÓLEO DE SOJA NÃO TRANSGÊNICO",1243422,39,2500,ATIVO,UNIDADE,10000,4
"MILHO CANJICA",1243423,37,100,ATIVO,UNIDADE,210,2.1
MARGARINA,1243424,36,350,ATIVO,PACOTE,1925,5.5
MAIONESE,1243425,35,200,ATIVO,UNIDADE,800,4
"MACARRÃO INTEGRAL",1243426,33,100,ATIVO,PACOTE,381,3.81
"MACARRÃO -",1243427,32,1400,ATIVO,PACOTE,4130,2.95
"LEITE SEM LACTOSE",1243428,65,300,ATIVO,LITROS,1170,3.9
"LEITE CONDENSADO",1243429,29,250,ATIVO,UNIDADE,857.5,3.43
"FUBÁ DE MILHO",1243431,27,150,ATIVO,kg,390,2.6
"FERMENTO EM PO",1243432,26,600,ATIVO,kg,3444,5.74
"FARINHA DE TRIGO",1243433,24,2000,ATIVO,kg,4860,2.43
"EXTRATO DE TOMATE",1243434,22,2000,ATIVO,kg,4800,2.4
"Doce de Leite",1243435,20,500,ATIVO,POTE,2200,4.4
"Creme de leite sem lactose",1243436,19,70,ATIVO,UNIDADE,259,3.7
"CREME DE LEITE.",1243437,18,300,ATIVO,UNIDADE,840,2.8
COLORAU,1243438,17,300,ATIVO,kg,1815,6.05
"COCO RALADO",1243439,16,400,ATIVO,UNIDADE,1920,4.8
CAFÉ-,1243440,14,1000,ATIVO,PACOTE,12900,12.9
"BOLACHA ÁGUA E SAL",1243441,13,500,ATIVO,EMBALAGEM,2200,4.4
"BATATA PALHA.",1243442,7,300,ATIVO,PACOTE,1170,3.9
"ARROZ INTEGRAL",1243443,6,100,ATIVO,kg,290,2.9
"AMIDO DE MILHO - peso líquido 500g",1243444,5,700,ATIVO,kg,3640,5.2
ACHOCOLATADO.,1243445,1,800,ATIVO,kg,7320,9.15
GELATINA;,1243446,28,150,ATIVO,UNIDADE,300,2
