descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"luva eletroduto 1.1/2 preta",1297674,321,20,ATIVO,UNIDADE,51.6,2.58
"prego forro galv. 13 x 10",1297680,418,20,ATIVO,kg,394,19.7
"registro pvc esfera 50mm",1297683,427,100,ATIVO,UNIDADE,1715,17.15
"Selador acrílico - balde 18 litros",1297685,446,70,ATIVO,BALDE,4963.7,70.91
"rolo espuma  5cm c/ cabo",1297686,438,50,ATIVO,UNIDADE,213.5,4.27
"mole aerea p/ porta força 2",1297688,361,5,ATIVO,UNIDADE,458.85,91.77
"Manta asfaltica alum. adesiva 10cm",1297690,350,200,ATIVO,METRO,464,2.32
"Pincel 2.½",1297692,378,100,ATIVO,UNIDADE,801,8.01
"bucha de redução PVC longa sold. 75 x 50 mm,NBR 5648.",1297694,74,30,ATIVO,UNIDADE,215.4,7.18
"bucha de redução PVC longa sold. 60 x 32 mm,NBR 5648.",1297695,72,30,ATIVO,UNIDADE,172.5,5.75
"Broca de Vídia 10mm",1297696,60,50,ATIVO,UNIDADE,699.5,13.99
"cabo sintenax  2,5mm",1297697,103,800,ATIVO,METRO,1440,1.8
"Arame farpado com carga de ruptura min. de 350Kgf, Rolo 250m",1297700,21,10,ATIVO,ROLO,924.7,92.47
"adaptador flange soldável 25x3/4",1297701,11,10,ATIVO,UNIDADE,72.6,7.26
"adaptador curto soldavel 60 x 2",1297702,9,10,ATIVO,UNIDADE,58.2,5.82
"Arame Recozido para ferragem de construção Civil com aplicaç",1297703,27,50,ATIVO,UNIDADE,452,9.04
"argamassa ACI interna 20kg",1297704,33,200,ATIVO,UNIDADE,1442,7.21
"curva esgoto curta  40 x 90º",1297707,173,50,ATIVO,UNIDADE,118,2.36
"Ferro chato 1 x 3/16 6m",1297708,217,200,ATIVO,BARRA,3284,16.42
"soquete lâmpada fluorescente (P.R.)",1297709,453,400,ATIVO,UNIDADE,2508,6.27
"CAP soldável 25mm",1297711,127,50,ATIVO,UNIDADE,40.5,0.81
"tinta epóxi 3,6 litros a base de água",1297720,506,20,ATIVO,GALAO,3412,170.6
"trena com fita em fibra de vidro comprimento de 30m,com trav",1297726,515,30,ATIVO,UNIDADE,1235.7,41.19
"tubo concreto 20cm (poroso)",1297728,518,500,ATIVO,UNIDADE,10110,20.22
"joelho soldável 25 x 45º",1299706,273,280,ATIVO,UNIDADE,254.8,0.91
"joelho hidraúlico para esgoto  50 x 45º",1299709,261,300,ATIVO,UNIDADE,594,1.98
"porta int. semi-oca 0,80 x 2,10 pinus",1299717,399,100,ATIVO,UNIDADE,7490,74.9
"martelo carpinteiro tipo unha",1299720,356,10,ATIVO,UNIDADE,234.5,23.45
"Manta bidim drenagem 0,20 x 2,30m",1299721,352,2480,ATIVO,"METRO QUADRADO",18500.8,7.46
"Porta cadeado fz 3. 1/2 x 89mm",1299725,393,20,ATIVO,UNIDADE,137.4,6.87
"Plugue tomada mono p/ extensão ( macho)",1299727,390,30,ATIVO,UNIDADE,105,3.5
