descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"BROMOPRIDA 5MG/ML AMPOLA 2ML",1261269,103,500,ATIVO,AMPOLA,310,0.62
"ACETILCISTEINA 600MG/ENV5GR",1261291,16,300,ATIVO,ENVELOPE,197.7,0.659
"ACIDO ASCÓRBICO 100MG/ML INJ 5ML",1261292,19,5000,ATIVO,AMPOLA,2250,0.45
"AMINOFILINA 100 MG",1261293,43,60000,ATIVO,COMPRIMIDO,3594,0.0599
"glimepirida 4mg",1261322,288,300,ATIVO,COMPRIMIDO,53.7,0.179
"Dexametasona 4mg",1261323,201,15000,ATIVO,COMPRIMIDO,2325,0.155
"Lidocaína 2% + epinefrina 1:200.000 fr.-amp. 20mL",1261324,345,100,ATIVO,AMP,240,2.4
"Rifamicina spray frascos de 20g",1261637,462,100,ATIVO,FRASCO,253.8,2.538
"NITROFURANTOINA 100 MG",1261638,403,36000,ATIVO,COMPRIMIDO,9144,0.254
"Midazolam 50mg (5mg/mL) amp. 10mL",1261639,387,20,ATIVO,AMP,43.74,2.187
"MIDAZOLAM SOL. INJ. 15MG/3ML",1261640,385,850,ATIVO,AMP,715.7,0.842
"METRONIDAZOL 250 MG",1261641,379,150000,ATIVO,COMPRIMIDO,14100,0.094
