descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"CHOCOLATE EM PÓ VITAMINADO 50% CACAU - NA CENTRAL",1300280,23,1916,ATIVO,kg,15328,8
"FERMENTO QUÍMICO EM PÓ - NA CENTRAL",1310454,36,1500,ATIVO,kg,20175,13.45
"CHOCOLATE EM PÓ VITAMINADO 50% CACAU - NA CENTRAL",1314623,24,5751,ATIVO,kg,46008,8
