descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Kit posicionador para RX adulto",1268204,78,5,ATIVO,kit,232.5,46.5
"Espátula de inserção dupla p/ resina n° 1",1268225,55,120,ATIVO,UNIDADE,6567.6,54.73
"Estojo Endodontico 24 furos 07x06x05cm",1268226,64,8,ATIVO,UNIDADE,423.44,52.93
"Kit posicionador para RX infantil",1268227,79,5,ATIVO,kit,232.5,46.5
"Micro Tesoura Castroviejo Curva 11 cm",1268228,83,2,ATIVO,UNIDADE,172.36,86.18
"Porta Agulha Orto Mathieu 14cm",1268229,94,2,ATIVO,UNIDADE,71.28,35.64
"Posicionador Radiográfico digital",1268230,99,6,ATIVO,UNIDADE,1316.7,219.45
"Acrilico autopolimerizavel liquido",1268231,117,15,ATIVO,FRASCO,973.5,64.9
"Acrilico autopolimerizavel pó transparente",1268232,119,10,ATIVO,POTE,784,78.4
"Adesivo dental fotopolimerizável do tipo II",1268233,120,200,ATIVO,FRASCO,6140,30.7
"Agulha gengival EXTRA CURTA descartavel.",1268320,127,30,ATIVO,CAIXA,927,30.9
"ALGODÃO EM ROLETES",1268402,131,2000,ATIVO,PACOTE,3060,1.53
"Luva cirurgica Látex, esterelizada, tamanho 6,5",1268404,373,2000,ATIVO,PACOTE,3940,1.97
"Escova de Polimento MSHS78Y/ 22mm",1268454,282,10,ATIVO,UNIDADE,79.8,7.98
"Elástico Intraoral Látex 5/16 - médio",1268455,269,10,ATIVO,EMBALAGEM,113.1,11.31
"Elástico Intraoral Látex 3/16 - médio",1268456,268,10,ATIVO,EMBALAGEM,79.8,7.98
"Elástico Intraoral Látex 1/8 - médio",1268457,267,10,ATIVO,EMBALAGEM,69.2,6.92
"Edta Liquido Trissódico 17%",1268458,264,120,ATIVO,FRASCO,487.2,4.06
"Disco de lixa 16mm - 04 granulações",1268459,262,100,ATIVO,CAIXA,3458,34.58
"DEDAL DE BORRACHA",1268460,258,2,ATIVO,UNIDADE,3.22,1.61
"Cimento Resinoso Endodôntico para obturação de canais radicu",1268461,226,60,ATIVO,UNIDADE,16287,271.45
"Cimento dentário reparador (MTA) agregado trióxido mineral",1268462,225,20,ATIVO,UNIDADE,2918,145.9
"HIPOCLORITO DE SÓDIO 2,5%",1268463,328,70,ATIVO,LITROS,446.6,6.38
