descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Especulo vaginal, descartável, estéril, sem lubrificação M",1267675,78,18000,ATIVO,UNIDADE,14760,0.82
"Cateter Intravenoso n°18 G",1267676,40,3000,ATIVO,UNIDADE,4890,1.63
"Equipo 2 vias , (POLIFIX).",1267677,72,3000,ATIVO,UNIDADE,1710,0.57
"Dreno Penrose Esterilizado Nº 2",1267678,67,300,ATIVO,UNIDADE,234,0.78
"Dreno Penrose Esterilizado Nº 1",1267679,66,200,ATIVO,UNIDADE,130,0.65
"Disp. p/ infusão endovenosa, n° 27 (apelido scalp)",1267680,65,1000,ATIVO,UNIDADE,179,0.179
"Disp. p/ infusão endovenosa, n° 23 (apelido scalp)",1267681,63,7500,ATIVO,UNIDADE,1267.5,0.169
"Disp. p/ incontinência Urinária Masculina sem extensor Nº06",1267682,60,4000,ATIVO,UNIDADE,3560,0.89
"Disp. p/ incontinência Urinária Masculina sem extensor Nº05",1267683,59,4000,ATIVO,UNIDADE,3560,0.89
"Coletor Infantil com furo recortado, unissex, com furo oval",1267685,47,3000,ATIVO,UNIDADE,1140,0.38
"Cateter para oxigênio tipo óculos nº 12",1267686,44,1500,ATIVO,UNIDADE,1133.25,0.7555
"Cateter Intravenoso n°22 G",1267687,42,4000,ATIVO,UNIDADE,6320,1.58
"Cateter Intravenoso n°14 G",1267688,38,1000,ATIVO,UNIDADE,1550,1.55
"Aparelho para Tricotomia Descartável",1267689,17,1500,ATIVO,UNIDADE,1020,0.68
"Cânula de Traqueostomia de silicone com balonete número 8,0",1267690,36,5,ATIVO,UNIDADE,101.7,20.34
"Cânula de Traqueostomia de silicone com balonete número 7,5",1267691,35,5,ATIVO,UNIDADE,101.7,20.34
"Cânula de Traqueostomia de silicone com balonete número 7,0",1267692,34,5,ATIVO,UNIDADE,100.1,20.02
"Cânula de Traqueostomia de silicone com balonete número 6,5",1267693,33,5,ATIVO,UNIDADE,87,17.4
"Bolsa coletora de urina de perna, 500 a 750ml",1267694,24,500,ATIVO,UNIDADE,3870,7.74
"Ataduras de Crepom 20cm",1267695,22,20000,ATIVO,UNIDADE,20600,1.03
"Almotolia de uso médico-hospitalar Transparente",1267696,14,500,ATIVO,UNIDADE,1185,2.37
"Almotolia de uso médico-hospitalar Ambar",1267697,13,200,ATIVO,UNIDADE,438,2.19
"Agulhas hipodérmicas 40 X 12",1267698,9,1200,ATIVO,CAIXA,8856,7.38
"Água destilada galão de 5 litros para uso em autoclave",1267699,2,500,ATIVO,GALÃO,3105,6.21
"ABAIXADOR DE LINGUA",1267700,1,750,ATIVO,PACOTE,7305,9.74
"Espéculo vaginal, ESTÉRIL, tipo MINI descartável",1267702,81,200,ATIVO,UNIDADE,300,1.5
"Cânula de Traqueostomia de silicone com balonete número 8,5",1267703,37,5,ATIVO,UNIDADE,101.7,20.34
"Fio cirúrgico preto monofilamentar de poliamida Nº.  2-0",1267704,88,100,ATIVO,CAIXA,2745,27.45
"Compressa de gaze (tipo queijo) em rolo",1267705,53,100,ATIVO,ROLO,6199,61.99
"Fixador Citológico, 100ml",1267706,96,150,ATIVO,FRASCO,843,5.62
"Fio cirúrgico preto monofilamentar de poliamida Nº.  4-0",1267800,90,150,ATIVO,CAIXA,4110,27.4
"Punch Dermatológico estéril descartável 5mm",1267803,205,15,ATIVO,CAIXA,1106.4,73.76
"Punch Dermatológico estéril descartável 4mm",1267804,204,15,ATIVO,CAIXA,1106.4,73.76
"Punch Dermatológico estéril descartável 3mm",1267805,203,15,ATIVO,CAIXA,1106.4,73.76
"Punch Dermatológico estéril descartável 2mm",1267807,202,15,ATIVO,CAIXA,1106.4,73.76
"Otoscópio com Iluminação halógena por Fibra Ótica.",1267808,196,15,ATIVO,UNIDADE,11207.25,747.15
"Oxímetro de pulso clipe de dedo, portátil",1267809,195,30,ATIVO,UNIDADE,3561,118.7
"Tubo de silicone tamanho 204",1267810,193,10,ATIVO,PACOTE,1579.5,157.95
"Sonda nasal para alimentação enteral nº 12",1267811,174,300,ATIVO,UNIDADE,2637,8.79
"Sonda nasal para alimentação enteral nº 10",1267812,173,50,ATIVO,UNIDADE,442,8.84
"Sonda nasal para alimentação enteral nº 08",1267813,172,20,ATIVO,UNIDADE,176.8,8.84
"Sonda endotraqueal em PVC com balão nº9,0",1267814,168,30,ATIVO,UNIDADE,150.3,5.01
"Sonda endotraqueal em PVC com balão nº8,0",1267815,166,100,ATIVO,UNIDADE,399,3.99
"Sonda endotraqueal em PVC com balão nº7,5",1267816,165,100,ATIVO,UNIDADE,381,3.81
"Sonda endotraqueal em PVC com balão nº7,0",1267817,164,100,ATIVO,UNIDADE,501,5.01
"Sonda endotraqueal em PVC com balão nº 3,0",1267818,156,60,ATIVO,UNIDADE,228.6,3.81
"Sonda endotraqueal em PVC sem balão nº 2,5",1267819,155,70,ATIVO,UNIDADE,273,3.9
"Sonda de borracha tipo foley, 2 vias, calibre nº24.",1267820,154,10,ATIVO,CAIXA,231.4,23.14
"Sonda de borracha tipo foley, 2 vias, calibre nº20",1267821,152,12,ATIVO,CAIXA,368.16,30.68
"Sonda de borracha tipo foley, 2 vias, calibre nº 18",1267822,151,20,ATIVO,CAIXA,613.6,30.68
"Sonda de borracha tipo foley, 2 vias, calibre nº 16",1267823,150,20,ATIVO,CAIXA,613.6,30.68
