descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
Alho,1267550,6,150,ATIVO,kg,720,4.8
"Abacaxi pérola",1267551,2,70,ATIVO,kg,285.6,4.08
AGRIÃO,1267552,3,120,ATIVO,UNIDADE,441.6,3.68
AIPIM,1267553,4,100,ATIVO,kg,425,4.25
"ALFACE AMERICANA",1267554,5,200,ATIVO,UNIDADE,378,1.89
"Banana Branca",1267556,7,600,ATIVO,kg,1410,2.35
Abacate,1267557,1,25,ATIVO,kg,117.5,4.7
"BATATA DOCE",1267574,8,200,ATIVO,kg,316,1.58
"BATATA INGLESA;",1267576,9,400,ATIVO,kg,1360,3.4
BRÓCOLIS,1267601,11,120,ATIVO,kg,408,3.4
"Cebola de cabeça",1267602,12,300,ATIVO,kg,1179,3.93
"CENOURA SEM FOLHAS",1267603,13,300,ATIVO,kg,705,2.35
Chuchu,1267604,14,100,ATIVO,kg,310,3.1
"COUVE FLOR.",1267605,15,120,ATIVO,UNIDADE,477.6,3.98
"COUVE FOLHA",1267606,16,120,ATIVO,UNIDADE,396,3.3
"Farinha de Mandioca crua",1267607,17,100,ATIVO,kg,280,2.8
"FARINHA DE MILHO",1267608,18,120,ATIVO,kg,279.6,2.33
"FEIJAO PRETO",1267609,19,750,ATIVO,kg,4402.5,5.87
"LARANJA PERA",1267611,20,500,ATIVO,kg,1225,2.45
"Mamão comum",1267612,22,200,ATIVO,kg,780,3.9
"Moranga preta",1267613,23,200,ATIVO,kg,410,2.05
"OVOS DE GALINHA",1267614,24,800,ATIVO,DUZIA,3920,4.9
PEPINO,1267615,25,150,ATIVO,kg,435,2.9
RADICHE,1267616,26,80,ATIVO,UNIDADE,151.2,1.89
"Repolho Verde",1267617,27,180,ATIVO,kg,450,2.5
RUCULA,1267618,28,150,ATIVO,UNIDADE,330,2.2
"TEMPERO VERDE",1267619,29,400,ATIVO,UNIDADE,740,1.85
TOMATE,1267620,30,700,ATIVO,kg,2723,3.89
MAÇA,1267621,21,200,ATIVO,kg,860,4.3
BETERRABA,1267623,10,120,ATIVO,kg,284.4,2.37
