ano,data,dataVencimento,itens,numero,ocorrencias
2020,2020-09-08,2021-09-08,"itens_e9161957-11ab-4734-9d4a-c85fe9f02277.csv",113," "
2020,2020-09-08,2021-09-08,"itens_65cceec2-722b-484d-8871-14272c445ed3.csv",110," "
2020,2020-09-08,2021-09-08,"itens_f6a4fb87-0d23-4591-b45d-d840f594e118.csv",26," "
2020,2020-09-08,2021-09-08,"itens_d7ce5af2-4665-4d3f-9640-d632afe7bb44.csv",109," "
2020,2020-09-08,2021-09-08,"itens_d37d9500-c652-4519-a834-0817e8812ea4.csv",104," "
2020,2020-09-08,2021-09-08,"itens_5c3bed04-9cf0-4736-af5b-4de7f0e0d19a.csv",105," "
2020,2020-09-08,2021-09-08,"itens_34d1ad2e-4016-46d2-ba9e-b008059cfb6c.csv",111," "
2020,2020-09-08,2021-09-08,"itens_15b803f1-f90d-4d59-bf3f-120d2f48b3b4.csv",103," "
2020,2020-09-08,2021-09-08,"itens_14f89e0c-e6fd-494a-9847-f7f845fa2f7a.csv",108," "
2020,2020-09-08,2021-09-08,"itens_5643faaa-112c-4211-a5d8-d1df6f47add1.csv",102," "
2020,2020-09-08,2021-09-08,"itens_8cdb411d-ccd4-4515-88aa-245c4b99cb55.csv",107," "
2020,2020-09-08,2021-09-08,"itens_16e2d56f-3200-45b6-a910-58ef85349aed.csv",115," "
2020,2020-09-08,2021-09-08,"itens_e7739958-4516-4646-b556-c94cd703a918.csv",112," "
2020,2020-09-08,2021-09-08,"itens_8b094ed3-a6d4-4dbc-9cb9-6e20ac2cf9cd.csv",114," "
2020,2020-09-08,2021-09-08,"itens_649bdfd4-7bb5-4490-9d8a-c489a5fd842a.csv",106," "
