descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"AMBROXOL 6MG/ML",1267007,24,500,ATIVO,FRASCO,700,1.4
"CARBONATO DE CALCIO+ VIT D 500+400UI CPR (em blister)",1267008,58,50000,ATIVO,COMPRIMIDO,5000,0.1
"CETOCONAZOL 20MG/G CREME",1267009,70,200,ATIVO,TUBO,840,4.2
"DOXAZOSINA 2MG CPR",1267010,119,20000,ATIVO,COMPRIMIDO,2000,0.1
"FINASTERIDA 5MG CPR",1267011,135,6000,ATIVO,COMPRIMIDO,2094,0.349
"GLICINE MAX ISOFLAVONA 150MG (ISOFLAVONA)",1267012,145,15000,ATIVO,COMPRIMIDO,3930,0.262
"HIDROCLOROTIAZIDA 25MG",1267013,156,100000,ATIVO,COMPRIMIDO,1200,0.012
"LEVODOPA 250 MG + CARBIDOPA 25 MG",1267014,174,3000,ATIVO,COMPRIMIDO,1470,0.49
"LEVOFLOXACINO 500MG CPR",1267015,176,18000,ATIVO,COMPRIMIDO,8982,0.499
"NIMESULIDA 100MG",1267016,209,20000,ATIVO,COMPRIMIDO,900,0.045
"NIMODIPINO 30MG CPR",1267017,210,4000,ATIVO,COMPRIMIDO,680,0.17
"NORETISTERONA 0,35MG CPR",1267018,215,3000,ATIVO,COMPRIMIDO,414,0.138
"PANTOPRAZOL 40MG CPR",1267019,221,2000,ATIVO,COMPRIMIDO,280,0.14
"SULFATO FERROSO- EQUIVALENTE A 40MG DE FERRO ELEMENTAR- em b",1267020,262,30000,ATIVO,COMPRIMIDO,951,0.0317
