descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"FILTRO LUBRIFICANTE VA32G4001100",0,12,VENCEU," ",2664,222
"FILTRO DIESEL LS21P01013R100",0,12,VENCEU," ",1368,114
"FILTRO SEPARADOR VA32G6200100",0,12,VENCEU," ",4236,353
"FILTRO AR PRIMÁRIO YY11P00008S003",0,6,VENCEU," ",1698,283
"FILTRO AR SECUNDÁRIO	YY11P00008S002",0,6,VENCEU," ",948,158
"FILTRO RETORNO	YN52V010011P1",0,4,VENCEU," ",656,164
"FILTRO SUCÇÃO	YN50V00025FF2",0,4,VENCEU," ",1776,444
"FILTRO RESPIRO	YN57V00004S002",0,4,VENCEU," ",584,146
"FILTRO AR CONDICIONADO	YN50V01015P3",0,4,VENCEU," ",412,103
"FILTRO AR CONDICIONADO	YN50V01014P1",0,4,VENCEU," ",360,90
"FILTRO LUBRIFICANTE 	87803260",0,12,VENCEU," ",960,80
"FILTRO DIESEL 	87435525",0,12,VENCEU," ",984,82
"FILTRO SEPARADOR 	87803192",0,12,VENCEU," ",1068,89
"FILTRO AR PRIMÁRIO	87577657",0,8,VENCEU," ",1896,237
"FILTRO AR SECUNDÁRIO	87577656",0,8,VENCEU," ",1264,158
"FILTRO HIDRÁULICO	YN52V01013P1",0,8,VENCEU," ",2096,262
"FILTRO SUCÇÃO	YN50V00002S001",0,6,VENCEU," ",1752,292
"FILTRO RESPIRO	YW57V00002S010",0,6,VENCEU," ",420,70
"FILTRO AR CONDICIONADO	YN50V01014P1",0,4,VENCEU," ",360,90
"FILTRO 	7W2327",0,10,VENCEU," ",860,86
"FILTRO	1106326",0,8,VENCEU," ",1536,192
"FILTRO	1106331",0,8,VENCEU," ",712,89
"FILTRO	2230713",0,8,VENCEU," ",888,111
"FILTRO	1596102",0,8,VENCEU," ",1168,146
"FILTRO	1919784",0,8,VENCEU," ",1680,210
"FILTRO 	1G8878",0,8,VENCEU," ",1952,244
"FILTRO LUBRIFICANTE 	2Y8096",0,10,VENCEU," ",700,70
"FILTRO SEPARADOR 	9M2341",0,10,VENCEU," ",610,61
"FILTRO AR PRIMÁRIO	4M8047",0,8,VENCEU," ",712,89
"FILTRO AR SECUNDÁRIO	2S1285",0,8,VENCEU," ",496,62
"FILTRO DIESEL	2Y8670",0,10,VENCEU," ",430,43
"FILTRO TRANSMISSÃO	9M9740",0,6,VENCEU," ",366,61
"FILTRO LUBRIFICANTE 	71101955",0,16,VENCEU," ",1648,103
"FILTRO DIESEL	71101915",0,16,VENCEU," ",688,43
"FILTRO SEPARADOR 	71101919",0,16,VENCEU," ",800,50
"FILTRO AR PRIMÁRIO	71102720",0,10,VENCEU," ",1700,170
"FILTRO AR SECUNDÁRIO	71102719",0,10,VENCEU," ",1080,108
"FILTRO DÁGUA 	9672301",0,10,VENCEU," ",820,82
"FILTRO HIDRÁULICO	1930836",0,8,VENCEU," ",640,80
"FILTRO DIFERENCIAL	75310446",0,6,VENCEU," ",966,161
