descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Bastão de Cola Quente Grosso",1298780,6,3000,ATIVO,UNIDADE,1620,0.54
"Lápis preto grafite 6B",1300870,51,300,ATIVO,CAIXA,1503,5.01
"Grampo para grampeador 26/6",1302881,47,1000,ATIVO,CAIXA,2700,2.7
"Cola Branca 1 kg a base de PVA.",1302882,26,500,ATIVO,UNIDADE,6265,12.53
"Giz de Cera: colorido",1302886,42,5000,ATIVO,UNIDADE,8900,1.78
"Caneta ponta esférica cor azul",1304953,18,500,ATIVO,CAIXA,9500,19
"Caneta ponta esférica cor Vermelha",1304954,19,70,ATIVO,CAIXA,1330,19
"Pincel chato - numero 8",1313017,67,1000,ATIVO,UNIDADE,790,0.79
"Caixa de arquivo morto.",1315197,11,400,ATIVO,UNIDADE,992,2.48
"Pasta Polionda Média",1317232,63,400,ATIVO,UNIDADE,580,1.45
"Plástico autoadesivo de fácil aplicação",1341746,71,800,ATIVO,UNIDADE,27192,33.99
"Lápis preto de grafite nº 2.",1341747,50,1000,ATIVO,CAIXA,23060,23.06
"Cola Branca não toxica",1341748,27,5000,ATIVO,UNIDADE,7500,1.5
"Caixa organizadora 42,0cm x 31,0cm x 20,0cm",1341749,13,500,ATIVO,UNIDADE,10070,20.14
