descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"BOTIJÃO DE GLP P13",1299214,2,2,ATIVO,UNIDADE,159,79.5
"BOTIJÃO DE GLP P45",1299215,1,60,ATIVO,UNIDADE,18240,304
