descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Vinil Preto Semi-Fosco ou Acetinado (automotivo) - Rolo com",1300749,9,8,ATIVO,UNIDADE,3360,420
"Vinil Branco Semi-Fosco ou Acetinado (automotivo) - Rolo com",1300750,10,8,ATIVO,UNIDADE,4000,500
"Trena (3m)",1302782,8,12,ATIVO,UNIDADE,180,15
"Mascara Médio Tak - Rolo 1,00x45M",1302783,13,12,ATIVO,UNIDADE,4320,360
"Lamina Estilete Grande",1304828,5,10,ATIVO,CAIXA,12,1.2
"Estilete Grande Rosca Emborrachado",1306884,3,8,ATIVO,UNIDADE,216,27
"Régua de alumínio de 1 metro",1306885,7,4,ATIVO,UNIDADE,152,38
"Lamina Estilete Pequeno",1308875,4,10,ATIVO,CAIXA,9,0.9
"Lâmina de Recorte Plotter (Roland 60° Vinis espessos)",1310913,1,15,ATIVO,UNIDADE,450,30
"Vinis Vermelho Vivo, Azul Rivera, Amarelo Ouro, Verde Abacat",1310914,14,18,ATIVO,UNIDADE,8730,485
"Vinil Jateado Transparente - Rolo com 1,22x45M",1315075,12,6,ATIVO,UNIDADE,2220,370
"Estilete Pequeno Metal",1317106,2,10,ATIVO,UNIDADE,140,14
"Feltro para aplicação de Vinis",1317107,6,12,ATIVO,UNIDADE,120,10
"Refletivos Grau Engenharia Branco, Verde, Amarelo, Azul, Ver",1319136,15,18,ATIVO,UNIDADE,71100,3950
"Vinil Transparente - Rolo com 1,22x45M",1319137,11,6,ATIVO,UNIDADE,2220,370
