acao,ano,descricaoElemento,fonteRecurso,funcao,id,numeroElemento,orgao,portaria,programa,subfuncao,unidade
1024,2020,"Aplicacoes Diretas","Recursos Ordinários",4,1003596,4465067,"SEC. MUN. DA FAZENDA"," ",1004,122,
1032,2020,"Aplicacoes Diretas","Receitas de Impostos e de Transf. de Impostos-Educação",12,1004084,4465067,"SEC. MUN. DE EDUCAÇÃO"," ",1005,361,
1032,2020,"Aplicacoes Diretas","Salário Educação",12,1004108,4465067,"SEC. MUN. DE EDUCAÇÃO"," ",1005,361,
1067,2020,"Aplicacoes Diretas","Recursos Ordinários",8,1005776,4465067,"SEC. MUN. DE PLANEJ. E DESENVOLV. ECONOMICO"," ",1014,243,
1045,2020,"Aplicacoes Diretas","Transf. do SUS/União",10,1006516,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1055,2020,"Aplicacoes Diretas","Transf. do SUS/União",10,1006740,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1057,2020,"Aplicacoes Diretas","Transf. do SUS/União",10,1006810,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1049,2020,"Aplicacoes Diretas","Transf. do SUS/União",10,1007212,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,304,
1052,2020,"Aplicacoes Diretas","Transf. do SUS/União",10,1007230,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,305,
1207,2020,"Aplicacoes Diretas","Receitas de Impostos e de Transferência de Impostos - Saúde",10,1007249,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,305,
