descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"FILTRO LUBRIFICANTE VA32G4001100",0,12,PERDEU," ",2832,236
"FILTRO DIESEL LS21P01013R100",0,12,PERDEU," ",1464,122
"FILTRO SEPARADOR VA32G6200100",0,12,PERDEU," ",4512,376
"FILTRO AR PRIMÁRIO YY11P00008S003",0,6,PERDEU," ",1806,301
"FILTRO AR SECUNDÁRIO	YY11P00008S002",0,6,PERDEU," ",1008,168
"FILTRO RETORNO	YN52V010011P1",0,4,PERDEU," ",700,175
"FILTRO SUCÇÃO	YN50V00025FF2",0,4,PERDEU," ",1892,473
"FILTRO RESPIRO	YN57V00004S002",0,4,PERDEU," ",624,156
"FILTRO AR CONDICIONADO	YN50V01015P3",0,4,PERDEU," ",440,110
"FILTRO AR CONDICIONADO	YN50V01014P1",0,4,PERDEU," ",380,95
"FILTRO LUBRIFICANTE 	87803260",0,12,PERDEU," ",1020,85
"FILTRO DIESEL 	87435525",0,12,PERDEU," ",1056,88
"FILTRO SEPARADOR 	87803192",0,12,PERDEU," ",1140,95
"FILTRO AR PRIMÁRIO	87577657",0,8,PERDEU," ",2024,253
"FILTRO AR SECUNDÁRIO	87577656",0,8,PERDEU," ",1344,168
"FILTRO HIDRÁULICO	YN52V01013P1",0,8,PERDEU," ",2240,280
"FILTRO SUCÇÃO	YN50V00002S001",0,6,PERDEU," ",1866,311
"FILTRO RESPIRO	YW57V00002S010",0,6,PERDEU," ",444,74
"FILTRO AR CONDICIONADO	YN50V01014P1",0,4,PERDEU," ",384,96
"FILTRO 	7W2327",0,10,PERDEU," ",920,92
"FILTRO	1106326",0,8,PERDEU," ",1632,204
"FILTRO	1106331",0,8,PERDEU," ",760,95
"FILTRO	2230713",0,8,PERDEU," ",944,118
"FILTRO	1596102",0,8,PERDEU," ",1248,156
"FILTRO	1919784",0,8,PERDEU," ",1792,224
"FILTRO 	1G8878",0,8,PERDEU," ",2080,260
"FILTRO LUBRIFICANTE 	2Y8096",0,10,PERDEU," ",740,74
"FILTRO SEPARADOR 	9M2341",0,10,PERDEU," ",660,66
"FILTRO AR PRIMÁRIO	4M8047",0,8,PERDEU," ",760,95
"FILTRO AR SECUNDÁRIO	2S1285",0,8,PERDEU," ",536,67
"FILTRO DIESEL	2Y8670",0,10,PERDEU," ",460,46
"FILTRO TRANSMISSÃO	9M9740",0,6,PERDEU," ",390,65
"FILTRO LUBRIFICANTE 	71101955",0,16,PERDEU," ",1760,110
