descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"SACO PLASTICO",1298798,127,60,ATIVO,ROLO,414,6.9
"Gelatina em pó",1300892,86,100,ATIVO,EMBALAGEM,208,2.08
"biscoito doce",1300895,68,250,ATIVO,EMBALAGEM,1037.5,4.15
"MACARRÃO PARAFUSO",1302902,91,200,ATIVO,EMBALAGEM,820,4.1
"BOLACHA ÁGUA E SAL",1302904,69,400,ATIVO,EMBALAGEM,1660,4.15
"AGUA MINERAL COM GÁS",1302905,124,30,ATIVO,FARDO,734.7,24.49
"MOLHO SHOYU",1307016,96,165,ATIVO,EMBALAGEM,734.25,4.45
"MACARRÃO PENNE",1309027,90,200,ATIVO,EMBALAGEM,820,4.1
"EXTRATO DE TOMATE",1309030,78,150,ATIVO,LATA,525,3.5
"PAPEL ALUMÍNIO",1309031,128,60,ATIVO,ROLO,408,6.8
"MACARRÃO ESPAGUETE",1311061,89,330,ATIVO,EMBALAGEM,1353,4.1
"DOCE DE FRUTAS",1311062,74,80,ATIVO,POTE,356,4.45
"Doce de Leite",1311063,75,120,ATIVO,POTE,596.4,4.97
"ERVA MATE",1311064,76,40,ATIVO,EMBALAGEM,440,11
"Azeite de oliva tipo extra virgem",1311065,67,150,ATIVO,EMBALAGEM,3435,22.9
"Agua Mineral sem gás",1311066,125,30,ATIVO,FARDO,615,20.5
"ACHOCOLATADO EM PO",1313037,61,80,ATIVO,LATA,632,7.9
"Leite líquido integral",1313040,116,200,ATIVO,CAIXA,7944,39.72
"REFRESCO EM PÓ",1315207,101,500,ATIVO,EMBALAGEM,940,1.88
"FARINHA DE TRIGO ESPECIAL",1315208,82,150,ATIVO,kg,472.5,3.15
CAFE,1315211,70,820,ATIVO,EMBALAGEM,10578,12.9
"Farinha de mandioca",1317244,79,200,ATIVO,kg,546,2.73
"OLEO DE SOJA REFINADO",1319271,97,192,ATIVO,EMBALAGEM,912,4.75
"CAIXA DE FÓSFORO",1319276,129,60,ATIVO,CAIXA,289.2,4.82
