variavel,correlacao_pearson,correlacao_absoluta,p_valor,amostra_utilizada
ano,0.1293968165994772,0.1293968165994772,2.5689362214643126e-155,41749
ano_licitacao,0.1287888614816041,0.1287888614816041,7.224984501032619e-154,41749
ano_processo,0.1287888614816041,0.1287888614816041,7.224984501032619e-154,41749
ano_dados,0.1287888614816041,0.1287888614816041,7.224984501032619e-154,41749
has_despesa,0.12408770383097384,0.12408770383097384,6.713744879201542e-143,41749
meio_divulgacao_mural_publico,-0.11543503709413687,0.11543503709413687,8.314350942999765e-124,41749
has_documentos_relacionados,0.11144854926724249,0.11144854926724249,1.742576390556439e-115,41749
is_convite,-0.10117537028915316,0.10117537028915316,2.0480769031711003e-95,41749
item_desclassificado,0.10078783195472735,0.10078783195472735,1.0711197715806178e-94,41749
mes_publicacao,0.0999933672901046,0.0999933672901046,3.1189657086091785e-93,41749
prazo_recebimento_dias,0.09844121888637136,0.09844121888637136,2.710031004278687e-90,41696
num_itens_proposta_participante,0.09608830001705432,0.09608830001705432,3.311233863093025e-86,41749
meio_divulgacao_internet,-0.09310215759889955,0.09310215759889955,5.026768036859761e-81,41749
is_dispensa,-0.09257724958268579,0.09257724958268579,3.935076637355646e-80,41749
descricao_item_num_chars,0.088726325889729,0.088726325889729,9.885435730266388e-74,41749
proporcao_valor_item_no_participante,-0.08597385231698894,0.08597385231698894,2.518918397302101e-69,41749
item_venceu,-0.07803256183805235,0.07803256183805235,2.1375317831295815e-57,41749
descricao_item_num_palavras,0.07145561928869049,0.07145561928869049,2.1415347955075454e-48,41749
valor_unitario_item,0.05599352261273773,0.05599352261273773,2.3635053708477628e-30,41749
densidade_texto_item,0.055697849767510674,0.055697849767510674,4.7438412213637655e-30,41749
item_inabilitado,0.04749025466760984,0.04749025466760984,2.769333375845264e-22,41749
item_perdeu,-0.0389449662652374,0.0389449662652374,1.7170629192991714e-15,41749
is_concorrencia,-0.026880903266584245,0.026880903266584245,3.945185797635752e-08,41749
situacao_licitacao_homologada,0.020642734093644487,0.020642734093644487,2.462989479182038e-05,41749
situacao_licitacao_revogada,-0.020642734093644484,0.020642734093644484,2.462989479182038e-05,41749
valor_total_item_por_participante,0.017539684639029454,0.017539684639029454,0.00033840181393971744,41749
valor_total_item_por_palavra_objeto,0.014856207716625934,0.014856207716625934,0.00240071964018973,41749
is_inexigibilidade,-0.01369590260862899,0.01369590260862899,0.005134492260575233,41749
is_tomada_preco,-0.013529498508573986,0.013529498508573986,0.005701565155449464,41749
dias_publicacao_ate_abertura,0.013303347500416327,0.013303347500416327,0.006597043588525622,41696
valor_total_item,0.01150709490821268,0.01150709490821268,0.01871282704412827,41749
valor_total_item_vs_estimado,-0.009730514991804596,0.009730514991804596,0.0467915628530002,41749
id,-0.009311542007462256,0.009311542007462256,0.05878901012180742,41189
proporcao_valor_item_vs_homologado,-0.009151314676790458,0.009151314676790458,0.0615071334770042,41749
valor_total_item_por_palavra_item,0.009061328778468745,0.009061328778468745,0.06410554587018154,41749
valor_unitario_item_vs_estimado,-0.008664503738826568,0.008664503738826568,0.07666699092114229,41749
is_chamada_publica_credenciamento,-0.005212312415669831,0.005212312415669831,0.2868827924749956,41749
