categoria,registros,variaveis_analisadas,variaveis_fortes,passou_registros,passou_25_variaveis,passou_15_correlacoes,top_1_variavel,top_1_correlacao,arquivo_base,arquivo_correlacoes,arquivo_correlacoes_fortes
OUTROS,110675,55,3,True,True,False,valorUnitarioReferencia,0.9518128080135674,resultados_por_categoria\base_categoria_OUTROS.csv,resultados_por_categoria\correlacoes_OUTROS.csv,resultados_por_categoria\correlacoes_fortes_OUTROS.csv
