descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"ABACAXI EM CALDA.",1242739,1,800,ATIVO,LATA,4304,5.38
ACHOCOLATADO,1242740,2,1100,ATIVO,kg,6193,5.63
"BISCOITO CREAM CRACKER INTEGRAL",1242741,15,1300,ATIVO,PACOTE,3458,2.66
"COCO RALADO",1242742,30,770,ATIVO,UNIDADE,1362.9,1.77
COLORAU,1242743,31,200,ATIVO,kg,946,4.73
"Doce de Leite",1242744,37,800,ATIVO,POTE,2080,2.6
"EXTRATO DE TOMATE",1242745,39,1370,ATIVO,kg,1630.3,1.19
"FARINHA DE MILHO",1242746,43,700,ATIVO,kg,994,1.42
"FARINHA DE TRIGO",1242747,44,3600,ATIVO,kg,6516,1.81
"LEITE SEMIDESNATADO ZERO LACTOSE",1242748,59,1000,ATIVO,LITROS,3760,3.76
"MACARRÃO INTEGRAL",1242749,63,800,ATIVO,PACOTE,1584,1.98
"PÊSSEGO EM CALDA.",1242750,79,700,ATIVO,LATA,3626,5.18
"FUBÁ DE MILHO",1242777,51,800,ATIVO,kg,1040,1.3
LEITE,1242779,55,11400,ATIVO,LITRO,24624,2.16
"ARROZ INTEGRAL",1242780,9,1200,ATIVO,kg,2976,2.48
