descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Cone de papel absorvente esteril nº 40",1259027,132,30,ATIVO,CAIXA,532.8,17.76
"Cone de papel absorvente segunda série- conjunto de cones nú",1259028,133,30,ATIVO,CAIXA,532.8,17.76
"Cones de guta percha acessórios B 7",1259029,134,30,ATIVO,CAIXA,459,15.3
"Cones de guta percha acessórios B 8",1259030,135,60,ATIVO,CAIXA,918,15.3
"Escova de aco para limpar brocas",1259031,144,150,ATIVO,UNIDADE,526.5,3.51
"Evidenciador de placa  solucão",1259032,154,150,ATIVO,FRASCO,760.5,5.07
"Fio agulhado nylon, preto 3.0/EP2",1259033,158,400,ATIVO,CAIXA,9400,23.5
Formocresol.,1259034,167,35,ATIVO,FRASCO,131.95,3.77
"Indicador Biológico sensível a geobacillus stearothermophilu",1259035,180,100,ATIVO,CAIXA,5850,58.5
"Mandril odotológico para contra-ângulo MINI em aço inox",1259036,216,150,ATIVO,UNIDADE,310.5,2.07
"ORGANIZADOR MULTI USO PLASTICO TRANSPARENTE COM TAMPA 10 l",1259037,221,35,ATIVO,UNIDADE,963.55,27.53
"ORGANIZADOR MULTI USO PLASTICO TRANSPARENTE COM TAMPA 5 l",1259038,222,35,ATIVO,UNIDADE,460.6,13.16
"Papel Crepado em folhas 40 x 40 cm gramatura 60g/m²",1259039,226,20,ATIVO,CAIXA,1440,72
"Papel filme PVC. Rolo 30m.",1259040,228,100,ATIVO,ROLO,388,3.88
"Papel toalha interfolhado;",1259041,231,1800,ATIVO,PACOTE,91368,50.76
"Pasta para tratamento de alveolite",1259042,233,50,ATIVO,FRASCO,708.5,14.17
"Placa de vidro lapidada para manipulação",1259043,238,50,ATIVO,UNIDADE,198,3.96
"Ponta abrasiva para peça de mão de silicone e carboneto de s",1259044,239,30,ATIVO,UNIDADE,175.5,5.85
"Saco plástico para freezer 2L",1259045,253,20,ATIVO,ROLO,78,3.9
"Saco plástico para freezer 3L",1259046,254,20,ATIVO,ROLO,99.8,4.99
"SUGADOR DE SALIVA DESCARTÁVEL 130MM X 0,65MM",1259047,260,1000,ATIVO,PACOTE,3860,3.86
"Tira de lixa de poliester para polimento de restaurações de",1259048,264,200,ATIVO,PACOTE,1040,5.2
"Tricresol Formalina.",1259049,265,80,ATIVO,FRASCO,301.6,3.77
"Cone de papel absorvente  esteril nº 35",1259112,131,30,ATIVO,CAIXA,532.8,17.76
"Cone de papel absorvente esteril nº 30",1259130,130,30,ATIVO,CAIXA,532.8,17.76
"Fita matriz poliéster transparente 10 X 120 X 0,05 mm",1259131,164,150,ATIVO,CAIXA,145.5,0.97
"Cone de guta percha, principal 35",1259132,128,40,ATIVO,CAIXA,655.2,16.38
"Cone de guta percha, principal 40",1259161,129,40,ATIVO,CAIXA,655.2,16.38
"Tesoura cirúrgica Mayo reta",1259198,52,40,ATIVO,UNIDADE,839.6,20.99
"Água destilada.",1259199,57,1000,ATIVO,GALÃO,5200,5.2
"Almotolia 250ml.",1259200,64,70,ATIVO,UNIDADE,122.5,1.75
"Broca de alta rotação carbide esférica n° ½ .",1259201,74,100,ATIVO,UNIDADE,599,5.99
"Broca de alta rotação carbide esférica n° 6.",1259202,76,200,ATIVO,UNIDADE,1198,5.99
"Broca de alta rotação carbide tronco cônico n° 329",1259203,78,100,ATIVO,UNIDADE,599,5.99
"Broca de alta rotação carbide tronco cônico n° 330",1259204,79,100,ATIVO,UNIDADE,599,5.99
"Broca de alta rotação diamantada esferica 1012",1259205,80,600,ATIVO,UNIDADE,780,1.3
"Broca de alta rotação diamantada esférica 1014",1259206,81,600,ATIVO,UNIDADE,780,1.3
"Broca de alta rotação diamantada esférica 1019",1259207,82,500,ATIVO,UNIDADE,650,1.3
"Broca de alta rotação diamantada nº 2082",1259208,83,100,ATIVO,UNIDADE,130,1.3
"Broca de alta rotação diamantada nº3080",1259209,84,100,ATIVO,UNIDADE,130,1.3
"Broca de alta rotação diamantada nº3082",1259210,85,100,ATIVO,UNIDADE,130,1.3
"Suporte de fixação para coletor de material perfuro- cortant",1259211,50,15,ATIVO,UNIDADE,302.25,20.15
"Broca de baixa rotação carbide n° 6",1259213,88,800,ATIVO,UNIDADE,5008,6.26
"Broca de baixa rotação carbide n° 8",1259214,89,500,ATIVO,UNIDADE,3130,6.26
"Broca de Gates Glidden nº1 de 32 mm",1259215,93,10,ATIVO,UNIDADE,87.5,8.75
"Broca de Gates Glidden nº2 de 32 mm",1259216,94,10,ATIVO,UNIDADE,87.5,8.75
"Broca de Gates Glidden nº3 de 32 mm",1259217,95,10,ATIVO,UNIDADE,87.5,8.75
"Broca de Gates Glidden nº4 de 32 mm",1259218,96,10,ATIVO,UNIDADE,87.5,8.75
"Broca haste longa carbide - nº702",1259219,102,50,ATIVO,UNIDADE,338,6.76
"Broca para peça de mão nº 703",1259220,111,10,ATIVO,UNIDADE,65.3,6.53
"Compressas de Gaze Hidrófila",1259221,121,3000,ATIVO,PACOTE,41100,13.7
"Cone de guta percha microtipped tamanho FM",1259222,123,20,ATIVO,CAIXA,519.8,25.99
