descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"EXTRATO DE TOMATE SIMPLES E CONCENTRADO",1283913,31,6500,ATIVO,kg,20150,3.1
"COOKIE INTEGRAL DE LIMÃO - sem adição de leite e derivados.",1283965,103,600,ATIVO,kg,14580,24.3
"ROSQUINHA INTEGRAL LIGHT DE COCO - sem adição de leite e der",1283970,102,500,ATIVO,kg,14100,28.2
"FARINHA DE MILHO FINA",1284000,35,3800,ATIVO,kg,6080,1.6
"FARINHA DE CEREAIS.",1284002,33,3000,ATIVO,kg,41100,13.7
"BISCOITO TIPO COOKIES DIET - damasco.",1284013,92,120,ATIVO,kg,4320,36
"BISCOITO TIPO COOKIES DIET - cappuccino e avelã.",1284014,91,120,ATIVO,kg,4320,36
"BISCOITO TIPO COOKIES DIET - castanha de caju.",1284015,90,120,ATIVO,kg,4320,36
"BISCOITO TIPO COOKIES DIET - ameixa preta e coco.",1284016,89,120,ATIVO,kg,4320,36
"ACUCAR REFINADO",1284044,2,60000,ATIVO,kg,156000,2.6
"Doce de Leite",1284048,28,4800,ATIVO,POTE,30240,6.3
"CEREAL ESFERICO DE CHOCOLATE",1284050,26,14000,ATIVO,kg,103600,7.4
"Cereal de Milho Natural",1284051,25,14000,ATIVO,kg,95200,6.8
