descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
MARGARINA,1283985,50,8500,ATIVO,kg,60265,7.09
"FERMENTO QUÍMICO EM PÓ",1284006,39,390,ATIVO,kg,6337.5,16.25
"BISCOITO DE POLVILHO AMANTEIGADO SEM GLÚTEN E SEM LACTOSE.",1284008,97,450,ATIVO,kg,6466.5,14.37
"BISCOITO BROA DE POLVILHO DE COCO.",1284009,96,420,ATIVO,kg,6027,14.35
"BOLINHO DE PEIXE DE ÁGUA SALGADA C/ ENTREGA NAS UNIDADES ESC",1284022,82,3000,ATIVO,kg,50940,16.98
"SOBRECOXA DESOSSADA C/ ENTREGA NAS UNIDADES ESCOLARES",1284026,78,22000,ATIVO,kg,197560,8.98
"PEITO DE FRANGO S/OSSO CONG. INDIVIDUALMENTE C/ ENTREGA NAS",1284030,74,10000,ATIVO,kg,91400,9.14
"ALMÔNDEGA DE FRANGO C/ ENTREGA NAS UNIDADES ESCOLARES",1284036,68,6000,ATIVO,kg,110700,18.45
"ALMÔNDEGA DE FRANGO C/ ENTREGA NA CENTRAL DE MERENDA",1284037,67,4000,ATIVO,kg,71920,17.98
"BOLINHO DE PEIXE DE ÁGUA SALGADA C/ ENTREGA NA CENTRAL DE ME",1284038,81,2000,ATIVO,kg,32180,16.09
"FRANGO CONGELADO - COXINHA DA ASA C/ ENTREGA NAS UNIDADES ES",1284040,76,9000,ATIVO,kg,79470,8.83
"CAFÉ EXTRA FORTE EM PÓ",1284041,24,8200,ATIVO,kg,89052,10.86
