descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"ACUCAR REFINADO",1273607,2,40000,ATIVO,kg,89600,2.24
Nectarina,1273629,104,5500,ATIVO,kg,23375,4.25
"POLPA DE FRUTA NATURAL CONGELADA SEM ADIÇÃO DE ÁGUA OU AÇUCA",1273637,112,33000,ATIVO,kg,438900,13.3
"ALMÔNDEGA DE FRANGO",1273644,47,8000,ATIVO,kg,111920,13.99
"Frango Congelado Inteiro",1273648,52,4400,ATIVO,kg,21560,4.9
"Queijo para lanche fatiado",1273650,54,4000,ATIVO,kg,63760,15.94
"QUEIJO PARA LANCHE EM PEÇA",1273651,55,1100,ATIVO,kg,15719,14.29
"Bebida Láctea de Morango",1273652,56,10000,ATIVO,LITRO,20500,2.05
MARGARINA,1273658,35,7700,ATIVO,kg,29260,3.8
"BISCOITO DE CÔCO",1273684,7,9000,ATIVO,kg,44910,4.99
"Biscoito de Leite",1273685,8,13000,ATIVO,kg,65390,5.03
"fermento biologico",1273701,27,1500,ATIVO,EMBALAGEM,29175,19.45
"FARINHA DE TRIGO",1273704,25,95000,ATIVO,kg,188100,1.98
"Farinha de mandioca Torrada",1273706,23,4400,ATIVO,kg,8492,1.93
"CARNE - MÚSCULO BOVINO MOÍDO",1325677,42,28000,ATIVO,kg,375200,13.4
