ano,data,dataVencimento,itens,numero,ocorrencias
2015,2015-04-23,2016-04-23,"itens_075db929-a293-4bf1-80a2-2cce2ccc3e7b.csv",87," "
2015,2015-04-23,2016-04-23,"itens_78ea028a-1af9-43f5-99c5-177e8bba2050.csv",82," "
2015,2015-04-23,2016-04-23,"itens_31c1c31d-8e9a-481f-8972-bc0cd3cb3004.csv",84," "
2015,2015-04-23,2016-04-23,"itens_26e0a7bb-4da4-4bc8-94ff-3cda90de78d8.csv",85," "
2015,2015-04-23,2016-04-23,"itens_1deb3e7e-ccc2-4c77-88b0-971b59b763fe.csv",86," "
2015,2015-04-23,2016-04-23,"itens_b1173205-246c-498b-bfd6-1aecc80677ab.csv",89," "
2015,2015-04-23,2016-04-23,"itens_f5bd260a-3233-4966-a2cd-6275f6306179.csv",18," "
2015,2015-04-23,2016-04-23,"itens_749a5aa5-ea6d-4d8a-9b0c-890493c6a691.csv",81," "
2015,2015-04-23,2016-04-23,"itens_aa3559af-b9dc-411f-99d0-0e977e2d35da.csv",88," "
2015,2015-04-23,2016-04-23,"itens_896e707e-5de9-4d80-9ce4-b5642739c9ba.csv",83," "
