descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Box vidro temperado 6mm porta de correr, 1,50mx2m",1274846,122,1,ATIVO,UNIDADE,611.6,611.6
"Porta de alumínio tipo veneziana 0,70mx2,10m",1274847,121,1,ATIVO,UNIDADE,710.53,710.53
"Porta janela, vidro temperado 8mm, 2,35mx2,68m",1274848,120,1,ATIVO,UNIDADE,1785.33,1785.33
"Porta de vidro temperado 8mm 0,60mx2,10m",1274849,119,1,ATIVO,UNIDADE,971.36,971.36
"Janela de vidro temperado 8mm 2,20mx1,10m",1274850,118,1,ATIVO,UNIDADE,580.12,580.12
"Janela pivotante vertical, vidro temperado 6mm 30 cm X 1,10m",1274851,117,3,ATIVO,UNIDADE,620.58,206.86
"Janela vidro temperado 6mm 1,20mx1,10m",1274852,116,3,ATIVO,UNIDADE,1295.16,431.72
"Porta de vidro temperado 8mm 70cmx2,10m",1274853,115,2,ATIVO,UNIDADE,1025.32,512.66
