descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Cópias de Projeto de Engenharia,Sulfite Preto e Branco",0,4500,PERDEU," ",26100,5.8
"Plotagem preto/branco",0,4300,PERDEU," ",26961,6.27
"PLOTAGEM COLORIDA",0,1000,PERDEU," ",8460,8.46
"copia preto e branco tamanho A4.",0,20000,PERDEU," ",3000,0.15
