descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"D 73348 TUBO HIDRAULICO",1276548,226,1,ATIVO,UNIDADE,122.39,122.39
"E 96639 COROA E PINHAO",1276627,238,1,ATIVO,UNIDADE,2695.14,2695.14
"A 18259 ENGRENAGEM",1276628,237,2,ATIVO,UNIDADE,231.08,115.54
"A 18258 ENGRENAGEM",1276629,236,6,ATIVO,UNIDADE,544.32,90.72
"E 97224 TAMPA",1276630,235,2,ATIVO,UNIDADE,821.64,410.82
"E 155059 ENGRENAGEM",1276631,234,1,ATIVO,UNIDADE,473.3,473.3
"L 33334 SINCRONIZADOR",1276632,233,1,ATIVO,UNIDADE,746.32,746.32
"L 33348 ENGRENAGEM",1276633,232,1,ATIVO,UNIDADE,1059.57,1059.57
"D 48445 CARCAÇA",1276634,231,1,ATIVO,UNIDADE,302.12,302.12
"E 67074 HORBITROL",1276635,230,1,ATIVO,UNIDADE,1826.43,1826.43
"E 62628 VALVULA",1276636,229,1,ATIVO,UNIDADE,624.79,624.79
"E 65826 BOMBA DA AGUA",1276637,228,1,ATIVO,UNIDADE,322.66,322.66
"E67791 VÁLVULA",1276670,227,2,ATIVO,UNIDADE,323.52,161.76
"D 50379 TUBO HIDRAÚLICO",1276796,224,2,ATIVO,UNIDADE,150.64,75.32
"7V8930 ALAVANCA",1276825,109,2,ATIVO,UNIDADE,542.38,271.19
"5S0580  ABRAÇADEIRA",1276826,108,4,ATIVO,UNIDADE,37.96,9.49
"D 69237 TUBO HIDRAULICO",1276833,225,1,ATIVO,UNIDADE,106.13,106.13
"1K8041 Bucha",1276906,110,4,ATIVO,UNIDADE,176.56,44.14
"7J9842  BUCHA",1276907,111,10,ATIVO,UNIDADE,410.1,41.01
"1v2157 Cabeçote",1276909,113,2,ATIVO,UNIDADE,3897.84,1948.92
"E 67984 FILTRO DO AR INTERNO",1276910,194,8,ATIVO,UNIDADE,191.68,23.96
"E 62774 FILTRO DO AR EXTERNO",1276911,193,8,ATIVO,UNIDADE,417.68,52.21
"E 158438 Filtro combustível",1276912,192,10,ATIVO,UNIDADE,222.5,22.25
"580H Embuchamento completo traseiro",1276913,191,3,ATIVO,UNIDADE,7566.75,2522.25
"580H Embuchamento completo dianteiro",1276914,190,2,ATIVO,UNIDADE,2076.34,1038.17
"580H Embuchamento comp. Eixo dianteiro",1276915,189,2,ATIVO,UNIDADE,741.18,370.59
"D 70670 EMBOLO DO INVERSOR",1276916,188,2,ATIVO,UNIDADE,53.06,26.53
"D 70672 DISCO SINTERIZADO",1276917,187,21,ATIVO,UNIDADE,377.37,17.97
"A 66678 CUBO DE RODA",1276918,186,4,ATIVO,UNIDADE,968.84,242.21
"E 61744 CRUZETA",1276919,185,8,ATIVO,UNIDADE,691.52,86.44
"G 15215 CONE DO ROLAMENTO",1276920,184,8,ATIVO,UNIDADE,164.32,20.54
"E 97543 FILTRO HIDRAÚLICO",1276921,195,8,ATIVO,UNIDADE,561.44,70.18
"A 61447 CONE DO ROLAMENTO",1276922,183,8,ATIVO,UNIDADE,205.44,25.68
"E 66090 CILINDRO DA DIREÇÃO",1276923,181,4,ATIVO,UNIDADE,1003.08,250.77
"E 68101 CHAVE DE IGNIÇÃO",1276924,180,3,ATIVO,UNIDADE,120.69,40.23
"1V2156 Cabeçote",1276925,112,2,ATIVO,UNIDADE,3897.84,1948.92
"G 15214 CAPA DO ROLAMENTO",1276926,178,8,ATIVO,UNIDADE,130.08,16.26
"A 61446 CAPA DO ROLAMENTO",1276927,177,8,ATIVO,UNIDADE,157.52,19.69
"G 101516 Camisa profundidade",1276928,176,2,ATIVO,UNIDADE,1405.34,702.67
"G 33882 CAMISA LANÇA",1276929,175,2,ATIVO,UNIDADE,1461.82,730.91
"G 101751 Camisa do giro",1276930,174,3,ATIVO,UNIDADE,1828.14,609.38
"E 62691 CABO AFOGADOR",1276931,173,5,ATIVO,UNIDADE,154.05,30.81
"E 61254 BRAÇADEIRA",1276932,172,6,ATIVO,UNIDADE,61.62,10.27
"E 69616 BOMBA HIDRAÚLICA",1276933,171,1,ATIVO,UNIDADE,978.26,978.26
"E 156014 Cilindro mestre",1276934,182,2,ATIVO,UNIDADE,1042.46,521.23
"E 158437 Filtro separador d´agua",1276935,196,8,ATIVO,UNIDADE,253.36,31.67
"E 96642 FLANGE",1276936,197,1,ATIVO,UNIDADE,389.42,389.42
"G 33162 HASTE CIL. CAÇAMBA TRASEIRA",1276937,198,2,ATIVO,UNIDADE,682.98,341.49
"E 62522 TUBO",1276938,223,4,ATIVO,UNIDADE,212.24,53.06
"E 62066 SILENCIOSO",1276939,222,4,ATIVO,UNIDADE,304.68,76.17
"L 33357 ROLAMENTO DA CAIXA",1276940,221,2,ATIVO,UNIDADE,249.92,124.96
"L 33346 ROLAMENTO DA CAIXA",1276941,220,2,ATIVO,UNIDADE,231.08,115.54
"D 68151 RODA DIANTEIRA",1276942,219,4,ATIVO,UNIDADE,1146.88,286.72
"D 50060  RETENTOR DA CAIXA",1276943,218,8,ATIVO,UNIDADE,109.52,13.69
"N 8071 Retentor bomba do torque",1276944,217,8,ATIVO,UNIDADE,82.16,10.27
"A 61448 RETENTOR",1276945,216,8,ATIVO,UNIDADE,75.28,9.41
"G 101287 Reparo do cil. Giro",1276946,215,15,ATIVO,UNIDADE,487.8,32.52
"E 97200 REPARO COMPLETO DO INVERSOR",1276947,214,3,ATIVO,UNIDADE,267.03,89.01
"G 101295 Reparo cil. Lev.diant",1276948,213,6,ATIVO,UNIDADE,164.34,27.39
"G 101289 Reparo cil. Lança",1276949,212,10,ATIVO,UNIDADE,256.8,25.68
"G 101288 Reparo cil. Caçamba",1276950,211,10,ATIVO,UNIDADE,222.5,22.25
"G 101292 Reparo cil. Basculante",1276951,210,6,ATIVO,UNIDADE,123.24,20.54
"E 97295 REFORÇADOR DE FREIO",1276952,209,2,ATIVO,UNIDADE,2506,1253
"L 48339 PORCA CASTELO",1276953,208,6,ATIVO,UNIDADE,77.04,12.84
"E 63775 PONTEIRA CILINDRO DIREÇÃO",1276954,207,10,ATIVO,UNIDADE,453.6,45.36
"D 71713 PONTEIRA BARRA DIREÇÃO",1276955,206,6,ATIVO,UNIDADE,482.7,80.45
"E 64429 PONTA DE EIXO",1276956,205,2,ATIVO,UNIDADE,979.12,489.56
"E 64428 PONTA DE EIXO",1276957,204,2,ATIVO,UNIDADE,979.12,489.56
