ano,data,dataVencimento,itens,numero,ocorrencias
2015,2015-02-12,2016-02-12,"itens_0924cafd-dbec-4230-8208-8cbb7797526e.csv",68," "
2015,2015-02-12,2016-02-12,"itens_0baa8d0e-8dd7-4943-9e46-839353c4423b.csv",67," "
2015,2015-02-12,2016-02-12,"itens_a5f17d65-3d60-4aff-99bf-bf8e3108cdad.csv",66," "
2015,2015-02-12,2016-02-12,"itens_142ad53c-1561-4023-a527-82a68e0691d9.csv",70," "
2015,2015-02-12,2016-02-12,"itens_3b291a19-0731-4f64-9793-8c455e40e9df.csv",57," "
2015,2015-02-12,2016-02-12,"itens_f508b315-d871-4a87-b749-76ea987f35aa.csv",64," "
2015,2015-02-12,2016-02-12,"itens_5277689b-0684-480c-9c65-de8a05c3461a.csv",63," "
2015,2015-02-12,2016-02-12,"itens_a7b553ea-20ec-4360-af1a-96a6513218bf.csv",59," "
2015,2015-02-12,2016-02-12,"itens_466e6a6a-7902-452a-9e76-c0c2b4e027db.csv",65," "
2015,2015-02-12,2016-02-12,"itens_4ad32594-e7aa-4e4c-9b56-6d9215d81c44.csv",60," "
2015,2015-02-12,2016-02-12,"itens_8f35873f-0f38-4402-a1d3-cb39bcf95c0b.csv",6," "
2015,2015-02-12,2016-02-12,"itens_17b2111d-eeee-4eb1-95d6-6261788a70a7.csv",56," "
2015,2015-02-12,2016-02-12,"itens_e47b54c8-efd1-4603-a862-b1e62b8fcf90.csv",69," "
2015,2015-02-12,2016-02-12,"itens_095a6993-77d0-4934-8254-cbfa5ad32f95.csv",53," "
2015,2015-02-12,2016-02-12,"itens_2c87a608-478c-4b0c-8138-8fa1ac1823ed.csv",71," "
2015,2015-02-12,2016-02-12,"itens_841f1ac9-af87-4a75-85c2-1f96de8d02cf.csv",61," "
2015,2015-02-12,2016-02-12,"itens_89fce2c6-f2d1-42e2-aa5e-488475ad708d.csv",55," "
2015,2015-02-12,2016-02-12,"itens_481ad963-254e-433b-b512-7c5094064117.csv",58," "
2015,2015-02-12,2016-02-12,"itens_ea219d22-1805-4da3-98ae-4e5c5e1d6649.csv",62," "
2015,2015-02-12,2016-02-12,"itens_2f9e093a-513f-479a-958a-c09a1cfe5852.csv",54," "
