acao,ano,descricaoElemento,fonteRecurso,funcao,id,numeroElemento,orgao,portaria,programa,subfuncao,unidade
4004,2015,"Aplicacoes Diretas","Recursos Ordinários",4,1003583,4465067,"SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO"," ",1001,122,
6004,2015,"Aplicacoes Diretas","Receitas de Impostos e de Transf. de Impostos-Educação",12,1004167,4465067,"SEC. MUN. DE EDUCAÇÃO"," ",1023,361,
6005,2015,"Aplicacoes Diretas","Salário Educação",12,1004215,4465067,"SEC. MUN. DE EDUCAÇÃO"," ",1025,365,
6006,2015,"Aplicacoes Diretas","Transferências do FUNDEB - 40%",12,1004271,4465067,"SEC. MUN. DE EDUCAÇÃO"," ",1023,361,
1094,2015,"Aplicacoes Diretas","Transf. do Sist. Unico de Assist. Social-SUAS/União",8,1005747,4465067,"FUNDO MUN. DE ASSIST. SOCIAL"," ",1059,243,
1095,2015,"Aplicacoes Diretas","Transf. do Sist. Unico de Assist. Social-SUAS/União",8,1005864,4465067,"FUNDO MUN. DE ASSIST. SOCIAL"," ",1060,243,
1095,2015,"Aplicacoes Diretas","Transf. do Sist. Unido de Assist. Social-SUAS/Estado",8,1005871,4465067,"FUNDO MUN. DE ASSIST. SOCIAL"," ",1060,243,
1121,2015,"Aplicacoes Diretas","Transf. do SUS/União",10,1006674,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1049,304,
1123,2015,"Aplicacoes Diretas","Transf. do SUS/União",10,1006705,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1049,301,
1182,2015,"Aplicacoes Diretas","Transf. do SUS/União",10,1006767,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1049,301,
1125,2015,"Aplicacoes Diretas","Transf. do SUS/União",10,1006790,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1049,305,
1126,2015,"Aplicacoes Diretas","Transf. do SUS/União",10,1006813,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1049,301,
1129,2015,"Aplicacoes Diretas","Transf. do SUS/União",10,1006912,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1049,301,
1130,2015,"Aplicacoes Diretas","Transf. do SUS/União",10,1006944,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1049,301,
1131,2015,"Aplicacoes Diretas","Transf. do SUS/União",10,1006974,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1049,301,
1206,2015,"Aplicacoes Diretas","Receitas de Impostos e de Transferência de Impostos - Saúde",10,1007164,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1049,301,
