descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"fundo galvanizado - 3,6 litros",1275266,247,25,ATIVO,UNIDADE,1225,49
"Massa Corrida PVA contendo 18L",1275388,362,50,ATIVO,BALDE,1999,39.98
