descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"POLVILHO AZEDO",1242691,138,1000,ATIVO,kg,4550,4.55
"Cereal de Milho Natural Açúcarado",1242693,28,1200,ATIVO,kg,13680,11.4
"DOCE DE BANANA",1242694,35,430,ATIVO,POTE,1023.4,2.38
"ERVILHA EM CONSERVA.",1242695,38,430,ATIVO,UNIDADE,597.7,1.39
"Farinha de Cereais",1242696,41,800,ATIVO,PACOTE,12400,15.5
"Farinha de mandioca",1242697,42,1000,ATIVO,kg,1800,1.8
"GELATINA -",1242698,52,1200,ATIVO,UNIDADE,888,0.74
"GELATINA DIET",1242699,53,490,ATIVO,UNIDADE,823.2,1.68
"LEITE CONDENSADO",1242700,56,700,ATIVO,UNIDADE,1624,2.32
MARGARINA,1242701,67,610,ATIVO,PACOTE,3355,5.5
"MILHO CANJICA",1242702,68,700,ATIVO,UNIDADE,896,1.28
"OREGANO DESIDRATADO",1242703,73,550,ATIVO,UNIDADE,1699.5,3.09
"Po para Pudim",1242704,80,2100,ATIVO,kg,9387,4.47
"PTS PROTEÍNA TEXTURIZADA DE SOJA GRANULADA",1242705,82,800,ATIVO,kg,26320,32.9
Refrigerante,1242706,85,10000,ATIVO,LITRO,32700,3.27
"sal refinado iodado",1242707,87,500,ATIVO,kg,495,0.99
SARDINHA,1242708,89,1800,ATIVO,LATA,3888,2.16
"VINAGRE -",1242709,93,640,ATIVO,LITROS,761.6,1.19
"AMENDOIM DESCASCADO",1242710,99,800,ATIVO,kg,1840,2.3
"FEIJAO PRETO",1242711,112,3800,ATIVO,kg,13490,3.55
"MILHO PARA PIPOCA.",1242712,119,800,ATIVO,PACOTE,1376,1.72
"AÇÚCAR MASCAVO",1242713,131,200,ATIVO,kg,2368,11.84
"MEL DE ABELHA",1242714,135,500,ATIVO,UNIDADE,11000,22
"ALIMENTO EM PÓ A BASE DE SOJA ORIGINAL",1242753,7,800,ATIVO,LATA,14720,18.4
"Biscoito tipo rosquinha de cocô e chocolate s/ gordura trans",1242754,14,2100,ATIVO,PACOTE,5124,2.44
"BOLACHA ÁGUA E SAL",1242757,19,2100,ATIVO,EMBALAGEM,4683,2.23
"CACAU EM PÓ",1242759,20,1000,ATIVO,PACOTE,20700,20.7
"REFRIGERANTE DIET",1348932,86,1000,ATIVO,UNIDADE,3990,3.99
