ano,data,dataVencimento,itens,numero,ocorrencias
2016,2016-02-15,2017-02-15,"itens_0045b954-f8c6-4dda-9920-4f9f8f93802c.csv",43," "
2016,2016-02-15,2017-02-15,"itens_2ac6436d-b78b-4d58-a519-0fe5db9588c0.csv",38," "
2016,2016-02-15,2017-02-15,"itens_ee828327-d7a8-4a54-a44e-9268ac16e820.csv",39," "
2016,2016-02-15,2017-02-15,"itens_9e3d1aa1-a8a6-43c8-8ed4-6354855d851c.csv",44," "
2016,2016-02-15,2017-02-15,"itens_51a4e7d6-9b44-4d8e-ac5b-c2b7d8d2759f.csv",42," "
2016,2016-02-15,2017-02-15,"itens_c63fd89f-1a2b-493f-825b-226236f38b55.csv",41," "
2016,2016-02-15,2017-02-15,"itens_9ca1e5a1-1776-48b3-977d-205eee361c6e.csv",40," "
2016,2016-02-15,2017-02-15,"itens_22348bc5-a6dd-453f-a80b-773ffe8e6882.csv",37," "
2016,2016-02-15,2017-02-15,"itens_682b6fc8-a33e-43bf-96e9-c7e63a011d9d.csv",36," "
2016,2016-02-15,2017-02-15,"itens_6ba589be-a595-40b9-bad8-def455f808f6.csv",4," "
