ano,data,dataVencimento,itens,numero,ocorrencias
2016,2016-01-21,2017-01-21,"itens_7ab1e022-0fcb-4e0b-8c97-84aaa6ee614c.csv",80," "
2016,2016-01-21,2017-01-21,"itens_0da5cd9c-d78b-49d7-9721-9b7d57a7db01.csv",78," "
2016,2016-01-21,2017-01-21,"itens_a6f8ac58-cf9d-450f-abb7-9b3c7a228123.csv",86," "
2016,2016-01-21,2017-01-21,"itens_d55d4f4a-9a3c-4051-8e54-f7999daba3f6.csv",82," "
2016,2016-01-21,2017-01-21,"itens_131f2880-e089-414a-aaed-90f7a11d608d.csv",76," "
2016,2016-01-21,2017-01-21,"itens_e915fdf8-da73-4335-8d5d-4a5b00c16598.csv",79," "
2016,2016-01-21,2017-01-21,"itens_ab041d1f-e5ea-4e41-8b74-12a1d403f909.csv",77," "
2016,2016-01-21,2017-01-21,"itens_3118cb1e-1e75-4150-bd73-d07d6711ce0e.csv",85," "
2016,2016-01-21,2017-01-21,"itens_c106e5e5-bfce-43ec-bf8e-7ceaca77dcfb.csv",81," "
2016,2016-01-21,2017-01-21,"itens_f21e35fa-1e34-4f57-9888-45a48346dbef.csv",84," "
2016,2016-01-21,2017-01-21,"itens_f1fca8fd-561c-4f77-a761-bf4f7fb869cf.csv",5," "
2016,2016-01-21,2017-01-21,"itens_659cd93b-ef0b-4426-bed0-8d6a83b279bb.csv",83," "
2016,2016-01-21,2017-01-21,"itens_151d4600-acf5-49b2-8b6e-5d2e87bec6a2.csv",186," "
