descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"FARINHA DE ROSCA",1274730,54,144,ATIVO,kg,640.8,4.45
"Azeite de oliva tipo extra virgem",1274740,2,48,ATIVO,EMBALAGEM,744,15.5
"Filé de Peito de Frango",1274752,63,200,ATIVO,kg,1868,9.34
"ERVA MATE",1274754,65,60,ATIVO,EMBALAGEM,341.4,5.69
"Suco Integral",1274759,71,360,ATIVO,UNIDADE,2430,6.75
"Cominho em pó.",1274761,5,72,ATIVO,UNIDADE,162,2.25
"GALINHA CAIPIRA",1274762,73,96,ATIVO,kg,575.04,5.99
Orégano.,1274769,14,36,ATIVO,UNIDADE,143.64,3.99
"Vinagre de álcool.",1274772,17,144,ATIVO,UNIDADE,180,1.25
"CARNE BOVINA",1274788,33,960,ATIVO,kg,19680,20.5
"Sobrecoxa de frango",1274790,35,840,ATIVO,kg,5124,6.1
"PÃO DE TRIGO",1274795,40,960,ATIVO,kg,7584,7.9
"CARNE BOVINA, CORTE RABADA",1274802,75,288,ATIVO,kg,3741.12,12.99
"BISCOITO DOCE.",1274812,43,240,ATIVO,UNIDADE,360,1.5
