arquivo,data,descricao,numero,tipo
"aa1f49c9-785b-4072-bd27-a6fba57b4f06",2025-03-11,"PRE_042.FMS.2023_-_RP_de_materiais_medicos_hospitalares_assinado.pdf"," ",EDITAL
"4762311b-50b3-4012-943d-3a547735978b",2025-01-08,"edital-de-pregao-eletronico-nc2ba-042fms2023-revogacao-assinado.pdf"," ",REVOGAÇÃO
"32b77ed2-a6aa-4add-8c92-92924e121a6a",2025-01-08,"mat-med-gde-anual-2023-2024-10-10-assinado.pdf"," ","ORÇAMENTO ESTIMADO"
"e034c78f-23c0-48c9-8355-141c2f59f044",2025-03-11,"TR_assinado (1).pdf"," ","TERMO DE REFERENCIA"
"d6b8dec7-f762-4398-b8f0-d59ab601a2e1",2025-03-11,SDL_assinado.pdf," ","DOCUMENTO DE FORMAIZAÇÃO DE DEMANDA"
"e7459c1b-05cc-4722-b11e-eea8ddda81d3",2025-10-03,"PARECER JURIDICO - PRE 042.FMS.2023 - RP de materiais médicos hospitalares.pdf"," ","PARECER JURIDICO"
"503397aa-fc40-4b31-8643-206d8d62832f",2025-10-03,"TERMO DE REVOGAÇÃO.pdf"," ","ata de sessão"
"b973942d-b93e-430c-b4e1-c2167c09cd6e",2025-10-03,"RELATORIO DE PROPOSTA COMERCIAL.pdf"," ","ata de sessão"
"2665fdf8-9b57-4434-90b7-e3a0c6b3c2c7",2025-10-03,"ATA PARCIAL.pdf"," ","ata de sessão"
"ac178fcb-c2c0-4ade-8be7-7307584fc0b9",2025-10-03,"ATA DE PROPOSTAS.pdf"," ","ata de sessão"
