descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Aparelho telefônico com fio",4239605,3,42,ATIVO,UNIDADE,1631.7,38.85
"BANDEJA Acrílica dupla fixa",4239606,8,340,ATIVO,UNIDADE,8833.2,25.98
"Bateria Alcalina 1,5V LR44/A76/AG13",4239607,11,58,ATIVO,CARTELA,219.82,3.79
"Caneta esferografica azul ponta fina",4239608,39,650,ATIVO,CAIXA,14365,22.1
"Cartucho deskjet HP2460",4239609,51,20,ATIVO,UNIDADE,914,45.7
"Clips para papel 2/0 caixa com 100 unidades.",4239610,52,4805,ATIVO,CAIXA,7880.2,1.64
"Clips para papel 6/0 caixa com 50 unidades.",4239611,53,2660,ATIVO,CAIXA,5320,2
"Clips para papel 3/0 caixa com 50 unidades",4239612,55,4220,ATIVO,CAIXA,6920.8,1.64
"Cola Branca não toxica, lavável peso liquido de 110g",4239613,58,550,ATIVO,UNIDADE,990,1.8
"Durex fita adesiva colorida",4239614,67,265,ATIVO,UNIDADE,156.35,0.59
"Etiqueta Adesiva Bolinha 1,1cm",4239615,78,205,ATIVO,ROLO,936.85,4.57
"Fita adesiva 12x10 colorida nas varias cores",4239616,83,325,ATIVO,UNIDADE,191.75,0.59
"Fita adesiva em papel Kraft super reforçada marrom",4239617,85,2850,ATIVO,UNIDADE,16330.5,5.73
"Fita de Cetim nº01, 07mm",4239618,90,530,ATIVO,ROLO,1160.7,2.19
"Folha para plastificadora",4239619,93,2305,ATIVO,CAIXA,2005.35,0.87
"grafite de 0,7 MM para lapiseira tipo B",4239620,102,17,ATIVO,CAIXA,119.51,7.03
"Grampeador para papeis 18 - 20cm",4239621,103,444,ATIVO,UNIDADE,17094,38.5
"Kit Encadernação Capas A4",4239622,109,50,ATIVO,PACOTE,2075,41.5
Lantejoulas,4239623,110,510,ATIVO,PACOTE,239.7,0.47
"Pasta L em polipropileno",4239624,141,295,ATIVO,PACOTE,1888,6.4
"Pasta sanfonada em polipropileno",4239625,142,383,ATIVO,UNIDADE,5783.3,15.1
"Pen drive de 4GB, USB 2.0",4239626,148,65,ATIVO,UNIDADE,1158.3,17.82
"Pen drive de 8 Gb, USB 2.0",4239627,149,85,ATIVO,UNIDADE,1618.4,19.04
"Saco de Papel para Pipoca branco, 9 cm (Largura) x 14cm (Altura).",4239628,173,2200,ATIVO,PACOTE,8800,4
"TINTA PARA CARIMBO",4239629,189,270,ATIVO,UNIDADE,607.5,2.25
"Toner Amarelo HP color laserjet pro mfp m177fw compatível",4239630,194,3,ATIVO,UNIDADE,93.45,31.15
"Toner Amarelo HP color laserjet pro mfp m180fw compatível",4239631,196,3,ATIVO,UNIDADE,173.43,57.81
"Toner Ciano HP color laserjet pro mfp m177fw compatível",4239632,198,3,ATIVO,UNIDADE,93.39,31.13
"Toner Ciano HP color laserjet pro mfp m180fw compatível",4239633,200,3,ATIVO,UNIDADE,173.43,57.81
"Toner HP laserjet m1132 e m1212 MFP compatível",4239634,202,10,ATIVO,UNIDADE,286,28.6
"Toner Magenta HP color laserjet pro mfp m177fw compatível",4239635,206,3,ATIVO,UNIDADE,93.39,31.13
"Toner Magenta HP color laserjet pro mfp m180fw compatível",4239636,208,3,ATIVO,UNIDADE,173.43,57.81
"Toner Preto HP color laserjet pro mfp m177fw compatível",4239637,210,5,ATIVO,UNIDADE,155.65,31.13
"Toner Preto HP color laserjet pro mfp m180fw compatível",4239638,212,5,ATIVO,UNIDADE,289.05,57.81
"Umedecedor dedos 12g, caixa com 12 unidades.",4239639,216,72,ATIVO,CAIXA,1347.84,18.72
