arquivo,data,descricao,numero,tipo
"c434e5de-eec0-440c-896d-f94fd74f24fb",2023-05-15,"Dispensa nº XXX.PMC.2023 - Locacao de circuito fechado CFTV (Vigilância eletrônica).pdf"," ",EDITAL
"c342eeeb-10d5-4113-8c21-27f6019161ac",2023-07-24,"DISPENSA 115.PMC.2023.pdf"," ",PROCESSO
"bf2b33f6-6385-45a6-b28a-d0327e6a2530",2025-10-03,"PARECER JURIDICO Dispensa nº 115.PMC.2023 - Locacao de circuito fechado CFTV (Vigilância eletrônica).pdf"," ","PARECER JURIDICO"
"050b76d2-dbfe-44d9-982f-d289f4a95532",2025-10-03,"Termo de Homologação e Adjudicação (unificado) 115.pdf"," ",HOMOLOGAÇÃO
