descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Alicate ortodôntico weingart curvo 120",4222104,23,10,ATIVO,UNIDADE,2392.6,239.26
"Alicate ortodôntico weingart reto 120",4222105,24,10,ATIVO,UNIDADE,2268.7,226.87
"Clorhexidina 2% - frasco com 100ml",4222106,245,200,ATIVO,FRASCO,1120,5.6
"condensador de gutapercha mcspadden #35",4222107,249,50,ATIVO,CXA,5967.5,119.35
"Condensador de Gutapercha MacSpadden 21mm",4222108,251,50,ATIVO,CAIXA,5967.5,119.35
"condensador de gutapercha mcspadden #45",4222109,252,50,ATIVO,CXA,5967.5,119.35
"condensador de gutapercha mcspadden #50",4222110,253,50,ATIVO,CXA,5967.5,119.35
"Cone guta percha ACESSÓRIO B7.",4222111,259,50,ATIVO,CAIXA,1380,27.6
"Cone guta percha ACESSÓRIO B8",4222112,260,50,ATIVO,CAIXA,1380,27.6
"Cone guta percha MICROTIPPED FM 34mm",4222113,262,50,ATIVO,CAIXA,3291,65.82
"Cone guta percha MICROTIPPED FR 34mm, extra longo",4222114,264,60,ATIVO,CAIXA,3509.4,58.49
"Cone guta percha, #25/06 - 28mm",4222115,270,90,ATIVO,CAIXA,4635,51.5
"Estojo Acrílico Porta Alicate para 15 instrumentos",4222116,313,5,ATIVO,UNIDADE,668,133.6
"Organizador multi uso 20 litros.",4222117,433,100,ATIVO,UNIDADE,5100,51
