arquivo,data,descricao,numero,tipo
"7f2fb4bf-fe4f-4469-ac64-2a930ee48dd0",2024-01-12,"CP 233.PMC.2023 - construção do cei maria de assis góes - bairro são luiz.pdf"," ",EDITAL
"8b4436ed-f2f2-41a5-9324-e5431297be91",2024-01-12,"ATA CP 233.PMC.2023 - 1 pedido de impugnação e respostas.pdf"," ","ata de sessão"
"aaefeb43-c9d9-41cb-9234-a37230056c1f",2024-01-12,"ATA CP 233.PMC.2023 - 3 análise da documentação e respostas questionamentos.pdf"," ","ata de sessão"
"728a2ce6-d705-4b5d-809c-d39b8d372a41",2024-01-12,"ATA CP 233.PMC.2023 - 2 abertura habilitação com representantes.pdf"," ","ata de sessão"
"3069d3fb-6425-4404-82b0-d9540c53f5f9",2025-10-06,REVOGAÇÃO.pdf," ",REVOGAÇÃO
"dfa17ad1-f6f8-4a1b-b5f1-a07eab8d15e4",2025-10-06,"009-PEX-PROJ-185-22-PE-PMC-DE-030-002-019-003.pdf"," ",ANEXOS
"a0c06ef4-329b-4ed0-9957-684d48ef9a6a",2025-10-06,"REV02 T  Memorial descritivo - CEI MARIA DE ASSIS GÓES 25.08.pdf"," ",ANEXOS
"578783ed-702e-4bd7-8bef-da4a3fd1675d",2025-10-06,"Orçamento Sintético - CEI Maria de Assis Goes - Rev02.pdf"," ",ANEXOS
"7ab073c4-92b7-4e63-9376-93c7e4f19bd5",2025-10-06,"009-PEX-PROJ-185-22-PE-PMC-DE-030-002-019-004.pdf"," ",ANEXOS
"10ffbc29-6ee4-489f-944c-d66cd4ac65c8",2025-10-06,"009-PEX-PROJ-185-22-PE-PMC-DE-030-002-019-001.pdf"," ",ANEXOS
