arquivo,data,descricao,numero,tipo
"2830eda2-3833-41d2-8ec3-09763c08f6b1",2023-09-06,"CP 200.PMC.2023 - recuperação avenida luiz lazzarin - FONPLATA.pdf"," ",EDITAL
"ce0b2a4d-43e7-4d31-8a49-9d2391f84399",2025-10-03,"PARECER JURIDICO-CP 200.PMC.2023 - recuperação avenida luiz lazzarin - FONPLATA.pdf"," ","PARECER JURIDICO"
"68ac78a6-67b0-4eae-a017-486bf6c2a66f",2025-10-06,"ATA CP 200.PMC.2023 - 2 recebidos os termos de desistencia - marcação abertura propostas.pdf"," ",ATAS
"b38afc81-a166-4b88-b2a4-0e7dc112bdd4",2025-10-06,"ATA CP 200.PMC.2023 - 3 abertura das propostas fracassada.pdf"," ",ATAS
"806f2a8e-a7d6-432c-a74f-66d6b85fc56a",2025-10-06,"ATA CP 200.PMC.2023 - 1 abertura habilitação e propostas com representantes.pdf"," ",ATAS
"2283ce08-08f7-4030-88e4-2c2b0f33aabc",2025-10-06,"Volume I-03 - Ensaio Deflectométrico Viga Benkelman.pdf"," ",ANEXOS
"c04e991c-84ce-4679-b8cc-2075010e20f0",2025-10-06,"Volume I-02 - Sondagens e Ensaios de Solo.pdf"," ",ANEXOS
"83391e78-689c-414a-8589-98a4391e1396",2025-10-06,"Volume I-07 - Quantitativos.pdf"," ",ANEXOS
"445109cf-1349-4162-a544-792554d2ebe4",2025-10-06,"Volume I-06 - ARTs dos Profissionais.pdf"," ",ANEXOS
"6341b81e-9eaa-4bea-a7d9-133b22623128",2025-10-06,"Volume I-04 - Avaliação Objetiva da Superfície.pdf"," ",ANEXOS
"cac286ab-d8c1-4cd8-b411-7143526516ee",2025-10-06,ORÇAMENTO_FINAL.pdf," ",ANEXOS
"2f737543-b073-4643-8da6-641c4562d1c7",2025-10-06,"Volume I - Memorial Av Luiz Lazzarin.pdf"," ",ANEXOS
"de110a29-5d66-4c49-a9bb-5c094501323a",2025-10-06,"Volume I-05 - Dimensionamento da Microdrenagem.pdf"," ",ANEXOS
"6029a46d-d685-4e5e-836d-f7b8185b2037",2025-10-06,"Volume I-01 - Registro Fotográfico das Vias do Projeto.pdf"," ",ANEXOS
