descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Bocal adaptador porcelana E-40  E-27",5287189,7,100,ATIVO,PEÇAS,499,4.99
"Conector de emenda; para condutores de 0,5mm² até 4mm² com 2 entradas “in-line”",5287190,173,78750,ATIVO,PEÇAS,156712.5,1.99
"Conector de emenda; para condutores de 0,5mm² até 4mm² com 2 entradas “in-line”",5287191,174,26250,ATIVO,PEÇAS,52237.5,1.99
