descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"AÇUCAR BRANCO REFINADO",5696952,3,35652,ATIVO,kg,159720.96,4.48
"AÇUCAR BRANCO REFINADO",5696953,4,11883,ATIVO,kg,53235.84,4.48
"BISCOITO MARIA INTEGRAL, SEM LACTOSE",5696954,16,5490,ATIVO,kg,90530.1,16.49
"BISCOITO MARIA INTEGRAL, SEM LACTOSE",5696955,17,1829,ATIVO,kg,30160.21,16.49
"BISCOITO DE LEITE, FORMATO BICHINHOS",5696956,22,3550,ATIVO,kg,66740,18.8
"BISCOITO ROSQUINHA DE MILHO, SEM LACTOSE",5696957,23,7849,ATIVO,kg,137357.5,17.5
"BISCOITO ROSQUINHA DE MILHO, SEM LACTOSE",5696958,24,2616,ATIVO,kg,45780,17.5
"CHOCOLATE EM PÓ SOLÚVEL,  50% CACAU",5696959,27,1705,ATIVO,kg,33588.5,19.7
"CHOCOLATE EM PÓ SOLÚVEL,  50% CACAU",5696960,28,568,ATIVO,kg,11189.6,19.7
"DOCE DE FRUTAS SORTIDO",5696961,30,3675,ATIVO,kg,32523.75,8.85
"FARINHA DE TRIGO, INTEGRAL",5696962,35,821,ATIVO,kg,3981.85,4.85
"LEITE SEMI DESNATADO, ZERO LACTOSE",5696963,41,218,ATIVO,LITROS,1000.62,4.59
"LEITE EM PÓ INTEGRAL, ZERO LACTOSE,",5696964,42,1290,ATIVO,kg,75568.2,58.58
"LEITE EM PÓ INTEGRAL, ZERO LACTOSE,",5696965,43,429,ATIVO,kg,25130.82,58.58
"MACARRÃO, FORMATO FUSILLI OU PARAFUSO - NA CENTRAL",5696966,45,12030,ATIVO,kg,60029.7,4.99
"MACARRÃO, FORMATO FUSILLI OU PARAFUSO - NA CENTRAL",5696967,46,4010,ATIVO,kg,20009.9,4.99
"MASSA ALIMENTÍCIA DE SÊMOLA COM VEGETAIS E FEIJÃO PARAFUSO",5696968,47,5643,ATIVO,kg,95084.55,16.85
"MASSA ALIMENTÍCIA DE SÊMOLA COM VEGETAIS E FEIJÃO PARAFUSO",5696969,48,1881,ATIVO,kg,31694.85,16.85
"MACARRÃO DE SÊMOLA, FORMATO CONCHA",5696970,52,2393,ATIVO,kg,13616.17,5.69
