arquivo,data,descricao,numero,tipo
"a4c3a3d8-7d4b-4e37-a934-4aee0764a22a",2024-01-09,"PRE 311.PMC.2023 - Serviços de agenciamento de estagios 4º BBM.pdf"," ",EDITAL
"2e85f282-4020-4dba-9224-de39a5ac1452",2025-10-03,"ATA DE PROPOSTAS.pdf"," ","ata de sessão"
"038421c0-c64a-4108-b179-d7fdd1380094",2025-10-03,"VENCEDORES DO PROCESSO.pdf"," ","ata de sessão"
"a1f6964c-6cea-4bea-b025-a103e67350e2",2025-10-03,"RANKING DO PROCESSO.pdf"," ","ata de sessão"
"5e6864ec-6af0-47a7-ba8c-604a6bb4a453",2025-10-03,"ATA FINAL.pdf"," ","ata de sessão"
"53e41f09-55d4-4b26-9e63-422c451eabdf",2025-10-03,"ATA PARCIAL.pdf"," ","ata de sessão"
"4a3cb144-9940-4282-b1be-5504143276c9",2025-10-03,"RELATORIO DE PROPOSTA COMERCIAL DEFINITIVA.pdf"," ","ata de sessão"
"ca15028c-3848-4a87-ad76-643a8052453c",2025-10-03,"ATA DE PROPOSTAS READEQUADAS.pdf"," ","ata de sessão"
"fa88b850-b87c-44ff-a27b-1c21cfcdd126",2025-10-03,HOMOLOGAÇÃO.pdf," ",HOMOLOGAÇÃO
"26c4bf76-1cc9-46aa-9984-18bda5581470",2025-10-03,ADJUDICAÇÃO.pdf," ",HOMOLOGAÇÃO
"1c780b47-26f6-474d-837f-f0714f3f779a",2025-10-03,Impugnacoes_274368.pdf," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"cf26d4b0-77dc-48f5-8976-97420e9ffada",2025-10-03,"IMPUGNAÇÃO AO EDITAL - CRICIÚMA.pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"50bcb282-6cbc-4b06-b39e-a597fdca2fc9",2025-10-03,"IMPUGNAÇÃO AO EDITAL - CRICIÚMA (1).pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"6d7079ce-6305-4e0a-9be7-08dbad667290",2025-10-03,"PARECER JURIDICO - PRE 311.PMC.2023 - Serviços de agenciamento de estagios 4º BBM.pdf"," ","PARECER JURIDICO"
