descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Adaptador de Rede USB",4787907,1,10,ATIVO,UNIDADE,980,98
"Alicate Crimpador RJ45",4787908,3,2,ATIVO,UNIDADE,240,120
"Base Coller para Notebook",4787909,4,5,ATIVO,UNIDADE,399,79.8
"Bateria CR123A Lithium Industrial",4787910,5,20,ATIVO,UNIDADE,740,37
"Bateria Estacionária 7Ah 12V",4787911,7,20,ATIVO,UNIDADE,3219.2,160.96
"Bateria Gel Estacionaria 17/18Ah",4787912,8,20,ATIVO,UNIDADE,13500,675
"Cabo HDMI 1 metro",4787913,10,20,ATIVO,UNIDADE,397.2,19.86
"Cabo HDMI - 2 Metros",4787914,12,20,ATIVO,UNIDADE,1500,75
"Cabo HDMI 5 metros",4787915,13,10,ATIVO,UNIDADE,1550,155
"Cabo USB para USB-C",4787916,14,25,ATIVO,UNIDADE,2112.5,84.5
"Caixa de som.",4787917,15,2,ATIVO,UNIDADE,568,284
"CAMERA IP",4787918,16,10,ATIVO,UNIDADE,9580,958
"Cartão Memória Micro SD 32gb",4787919,17,10,ATIVO,UNIDADE,790,79
"Conector RJ45 CAT 6",4787920,20,1000,ATIVO,UNIDADE,3560,3.56
"DECAPADOR DE CABO DE REDE;",4787921,21,2,ATIVO,PEÇA,56,28
"DOCK STATION",4787922,22,2,ATIVO,UNIDADE,425,212.5
"Fonte USB padrão Carga Rápida",4787923,24,10,ATIVO,UNIDADE,2345,234.5
"Hub 4 Portas (Não Gerenciável)",4787924,26,2,ATIVO,UNIDADE,136,68
"Hub com POE para Cameras Intelbras",4787925,27,2,ATIVO,UNIDADE,540,270
"Mouse sem fio",4787926,39,30,ATIVO,UNIDADE,6300,210
"Patch Cord Cat 6 - 0,60 metros",4787927,44,50,ATIVO,UNIDADE,1700,34
"Patch Cord Cat 6 - 1,00 metros",4787928,45,50,ATIVO,UNIDADE,1750,35
"Patch Cord Cat 6 - 2,00 metros",4787929,46,30,ATIVO,UNIDADE,1320,44
"Pilha AA Alcalina Industrial",4787930,49,40,ATIVO,CARTELA,960,24
"Pilha AAA Alcalina Industrial",4787931,50,200,ATIVO,CARTELA,3000,15
"Ponto de Acesso (Roteador Wireless)",4787932,51,3,ATIVO,UNIDADE,2655,885
"Suporte para Monitor de Mesa",4787933,55,10,ATIVO,UNIDADE,1700,170
"Switch Concentrador Roteador",4787934,57,4,ATIVO,UNIDADE,10066,2516.5
"Teclado com fio",4787935,58,10,ATIVO,UNIDADE,1550,155
