arquivo,data,descricao,numero,tipo
"bdcd62f0-bf9e-482b-8cca-8870d3deaaa4",2025-10-06,HOMOLOGAÇÃO.pdf," ",HOMOLOGAÇÃO
"199b0b3f-e0eb-4f77-95ad-e15fb231f5e0",2023-11-27,"ATA TP 259.PMC.2023 - 2 análise da documentação - parecer técnico.pdf"," ","ata de sessão"
"fe8ab1ad-bd40-46e4-a725-62f9dd206768",2023-11-27,"ATA TP 259.PMC.2023 - 1 abertura habilitação com representantes.pdf"," ","ata de sessão"
"08b9ebfb-6ab1-4d68-a03d-b1bc4b457805",2023-11-27,"ATA TP 259.PMC.2023 - 4 abertura das propostas sem representantes.pdf"," ","ata de sessão"
"a65713b7-de3c-4814-ac21-42ca1c1f919f",2023-11-27,"ATA TP 259.PMC.2023 - 5 recebimento proposta conferida e homologação.pdf"," ","ata de sessão"
"26f84072-0275-4d9c-b02f-21e02e973036",2023-11-27,"ATA TP 259.PMC.2023 - 3 encerramento prazo recursos e marcação abertura das propostas.pdf"," ","ata de sessão"
"f551e14b-088b-4fcb-b7fa-884fb04ab283",2023-11-27,"TP 259.PMC.2023 - construção novo centro comunitário bairro buenos aires.pdf"," ",EDITAL
"3a9b5652-c0bb-4af1-a726-c94ffc98040e",2025-10-03,"PARECER JURIDICO - 259.pdf"," ","PARECER JURIDICO"
"d59fc204-949f-45ea-8ef8-7ce19377f003",2025-10-06,SOC-CTC-BUA-03-07.pdf," ",ANEXOS
"ecdb5674-eab0-4a14-8f71-c33e285a1767",2025-10-06,SOC-CTC-BUA-07-07.pdf," ",ANEXOS
"e9b16e14-8201-4049-9c59-fbd589b982c4",2025-10-06,SOC-CTC-BUA-04-07.pdf," ",ANEXOS
"88ba128e-4bb8-4659-8c3f-7c510989f931",2025-10-06,SOC-CTC-BUA-01-07.pdf," ",ANEXOS
"cc5f2441-1c67-447e-aeb3-0e236d863f0d",2025-10-06,SOC-CTC-BUA-02-07.pdf," ",ANEXOS
"28cf1420-e925-4e58-958e-1f6c46534160",2025-10-06,"Orçamento Sintético - CC Buenos Aires .pdf"," ",ANEXOS
"334135b5-59f5-437f-9572-ca14285dbc13",2025-10-06,SOC-CTC-BUA-05-07.pdf," ",ANEXOS
"92a67971-db85-499c-8b3e-d0400087cabe",2025-10-06,SOC-CTC-BUA-06-07.pdf," ",ANEXOS
