arquivo,data,descricao,numero,tipo
"e93f010a-3454-4895-b4a1-292282e7268f",2024-02-13,"CP 264.PMC.2023 - construção elétrica e fotovoltaica da fazenda solar nikola tesla.pdf"," ",EDITAL
"f5110d9b-9daf-400c-a943-e22fdaa7d08e",2024-02-13,"TermodeHomologaoeAdjudicaounificado (88).pdf"," ",HOMOLOGAÇÃO
"554dc4ec-265e-48a5-9c40-362378ef7ad4",2024-07-18,"orçamento fazenda.pdf"," ","ORÇAMENTO ESTIMADO"
"d7f51a7e-2ce7-4b26-abc2-27e1dd2ac657",2024-07-18,"memorial descritivo (2).pdf"," ","TERMO DE REFERENCIA"
"7543243b-f07c-4bed-8d28-d4ea4dfc4f60",2025-10-03,"PARECER JURIDICO - 264.pdf"," ","PARECER JURIDICO"
"039e9c83-7af3-491a-8012-b1e2997f4075",2025-10-06,"ATA CP 264.PMC.2023 - 10 recebimento manifestação Steckert.pdf"," ",ATAS
"bee47f0d-a532-405e-af36-b136b9f24b24",2025-10-06,"ATA CP 264.PMC.2023 - 3 recebimento recurso abertura de contrarrazões.pdf"," ",ATAS
"913d1288-1c8a-43f0-8128-e4792d4bcd19",2025-10-06,"ATA CP 264.PMC.2023 - 5 recebimento do parecer juridico.pdf"," ",ATAS
"e5621ad8-3847-4d2c-a868-667ae2ac62b7",2025-10-06,"ATA CP 264.PMC.2023 - 18 enceramento das contrarrazões da proposta e encaminhamento juridico.pdf"," ",ATAS
"5a400b01-3b6c-4f1e-b689-007239514673",2025-10-06,"ATA CP 264.PMC.2023 - 6 encerramento prazo recursos e marcação abertura das propostas.pdf"," ",ATAS
"7a153d5a-7fc4-4b3c-98cf-abd103409729",2025-10-06,"ATA CP 264.PMC.2023 - 15 conferencia das propostas e prazo para nova proposta.pdf"," ",ATAS
"fb5059d8-a34f-4068-9830-bb456cc03a90",2025-10-06,"ATA CP 264.PMC.2023 - 16 recebimento nova proposta prazo de recurso.pdf"," ",ATAS
"ddb56eba-0e40-4c1b-83dc-686ab50e1039",2025-10-06,"ATA CP 264.PMC.2023 - 9 recebimento recurso abertura de contrarrazões.pdf"," ",ATAS
"719f932a-4bd1-42f9-9bbe-6193f0c04256",2025-10-06,"ATA CP 264.PMC.2023 - 7 suspensão abertura propostas - mandado de segurança.pdf"," ",ATAS
"800d0bf9-2099-468b-96e5-4cd6570857bd",2025-10-06,"ATA CP 264.PMC.2023 - 19 recebimento do parecer juridico.pdf"," ",ATAS
"3b64f173-6ec9-4eef-8c90-7bf6b495edc3",2025-10-06,"ATA CP 264.PMC.2023 - 11 enceramento das contrarrazões e encaminhamento juridico.pdf"," ",ATAS
"2119f34d-97a4-4882-a563-d7b604e9232e",2025-10-06,"ATA CP 264.PMC.2023 - 8 reabertura e abertura do prazo de contrarrazões SLAVIERO.pdf"," ",ATAS
"25445603-3a98-47b6-8cd7-8fb7b65578f8",2025-10-06,"ATA CP 264.PMC.2023 - 4 enceramento das contrarrazões e encaminhamento juridico.pdf"," ",ATAS
"bfe5deff-0b40-404e-ae0b-22619aace8d4",2025-10-06,"ATA CP 264.PMC.2023 - 14 abertura das propostas.pdf"," ",ATAS
"d62d0aaf-35ea-45c0-8d6d-a8664a0e0db9",2025-10-06,"ATA CP 264.PMC.2023 - 2 análise da documentação e respostas questionamentos.pdf"," ",ATAS
"6e5cbc85-c830-4a31-92b7-c8300927f7d2",2025-10-06,"ATA CP 264.PMC.2023 - 17 recebimento recurso da proposta abertura de contrarrazões.pdf"," ",ATAS
"f461e0ae-62d5-4eee-a61b-cc3dccd08ac3",2025-10-06,"ATA CP 264.PMC.2023 - 12 recebimento do parecer juridico favaoração a empresa slaviero.pdf"," ",ATAS
"6a69043e-7ded-4fbc-a955-53ef7926ac4f",2025-10-06,"ATA CP 264.PMC.2023 - 1 abertura habilitação com representantes.pdf"," ",ATAS
"74245423-d557-491f-9f74-eccc50fe214a",2025-10-06,"ATA CP 264.PMC.2023 - 13 marcação abertura das propostas de preços.pdf"," ",ATAS
"d5f13c19-5da4-4d6e-a18e-16ca8c16506c",2025-10-06,"Prancha 04C.pdf"," ",ANEXOS
"2976ac00-61f6-4f60-a93d-bcca4adeebf4",2025-10-06,"Prancha 04A.pdf"," ",ANEXOS
"97f68085-2ae6-44a0-bbd4-9bb1e7a63689",2025-10-06,"Prancha 04K.pdf"," ",ANEXOS
"1d678347-6d06-427c-8b5a-9d4b80ba1e36",2025-10-06,"Prancha 04J.pdf"," ",ANEXOS
"a809e40e-09fb-4153-bd5a-cd6c6c0df428",2025-10-06,"Prancha 04F.pdf"," ",ANEXOS
"d4abc46b-235d-4549-8e76-6a3831dc3247",2025-10-06,"Prancha 03.pdf"," ",ANEXOS
"b0e17b35-6c92-45d3-9732-7228f1f6a68d",2025-10-06,"Prancha 04I.pdf"," ",ANEXOS
"804b124a-2734-48ff-8999-4d544b983e6e",2025-10-06,"Prancha 04G.pdf"," ",ANEXOS
"86dbd8b0-b6f2-4e9d-afaa-32ed8a6d5bda",2025-10-06,"Prancha 04E.pdf"," ",ANEXOS
"1ad20536-984b-471e-b0d4-e69ebd260346",2025-10-06,"Prancha 04H.pdf"," ",ANEXOS
"e8d8f152-05e0-4b24-ac2c-3a66dd5bd86b",2025-10-06,"Prancha 04B.pdf"," ",ANEXOS
"14a0a80c-bfc5-467f-b0e6-2563236b10a7",2025-10-06,"Prancha 04D.pdf"," ",ANEXOS
"f9373ae2-d4bc-45a1-be7d-398fea5b45d2",2025-10-06,"Prancha 05.pdf"," ",ANEXOS
"502dad45-d527-4e2e-955e-1bbc37800ccb",2025-10-06,Croqui.pdf," ",ANEXOS
"1176d71f-b36e-4130-9e44-7d182125ed14",2025-10-06,"Prancha 01.pdf"," ",ANEXOS
"b61195e0-71e7-4873-9e44-1b7d954224e4",2025-10-06,"Prancha 02.pdf"," ",ANEXOS
