descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Bocal adaptador porcelana E-40  E-27",13501505,100,VENCEU,PEÇA,499,4.99
"Conector de emenda; para condutores de 0,5mm² até 4mm² com 2 entradas “in-line”",13501663,78750,VENCEU,PEÇA,156712.5,1.99
"Conector de emenda; para condutores de 0,5mm² até 4mm² com 2 entradas “in-line”",13501714,26250,VENCEU,PEÇA,52237.5,1.99
