arquivo,data,descricao,numero,tipo
"068c91ae-60ac-4a08-bfa9-ff216ff9fe97",2023-06-09,"PRE 021.FMS.2023 - Serviços de higienização de veículos.pdf"," ",EDITAL
"23f140a5-2b07-4beb-960e-e55877191e55",2025-10-03,"PARECER JURIDICO - PRE 021.FMS.2023 - Serviços de higienização de veículos.pdf"," ","PARECER JURIDICO"
