descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"AGRALE/8500 TCA(Nacional) 2010",4544032,1,3,ATIVO,UNIDADE,35416.68,38.5
"IVECO TECTOR 17-280 (NACIONAL) 2020",4544033,16,1,ATIVO,UNIDADE,11805.56,38.5
"M.BENZ/710 (Nacional) 2001",4544034,17,1,ATIVO,UNIDADE,11805.56,38.5
"M.BENZ/L 608 D(Nacional) 1983",4544035,19,1,ATIVO,UNIDADE,11805.56,38.5
"M. BENZ CAIO LO 916.ORE 2023 Ônibus.",4544036,21,1,ATIVO,UNIDADE,11805.56,38.5
"REBOQUE PRANCHA",4544037,24,1,ATIVO,UNIDADE,11805.56,38.5
"VW/6.160 DRC 4X2(Nacional) 2019",4544038,30,1,ATIVO,UNIDADE,11805.56,38.5
"VW/8.150(Nacional) 2004",4544039,32,1,ATIVO,UNIDADE,11805.56,38.5
"VW/MPOLO SENIOR GVO(Nacional) 2004",4544040,36,1,ATIVO,UNIDADE,11805.56,38.5
